tourpurp,isInbound,interval,trip,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40
5,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99737,0.0017,0.00093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3332,0.49,0.14,0.013,0.015,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0.6,0.16,0.013,0.021,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19256,0.27,0.51,0.022,0.0048,0.00064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99737,0.0017,0.00093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2092,0.5,0.2,0.052,0.03,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187,0.32,0.094,0.37,0.016,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67535,0.24,0.056,0.017,0.011,0.00065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99606,0.003,0.00094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3028,0.46,0.14,0.082,0.0064,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0.23,0.47,0.053,0.018,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16656,0.28,0.5,0.048,0.0048,0.00064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6669,0.33,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4566,0.4,0.086,0.046,0.0026,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.17,0.3,0.065,0.029,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1334,0.64,0.12,0.076,0.03,0.0006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99737,0.0017,0.00093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464,0.39,0.086,0.046,0.0056,0.0084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615,0.3,0.011,0.035,0.025,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37666,0.57,0.0059,0.042,0.0048,0.00064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99737,0.0017,0.00093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3479,0.51,0.08,0.042,0.013,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0.36,0.2,0.053,0.018,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03356,0.7,0.24,0.021,0.0048,0.00064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98806,0.011,0.00094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,0.36,0.16,0.13,0.074,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.5,0.093,0.046,0.019,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13867,0.76,0.068,0.028,0.0047,0.00063,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98976,0.0093,0.00094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4637,0.47,0.038,0.0065,0.013,0.0088,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0.21,0.42,0.053,0.018,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20767,0.73,0.029,0.028,0.0047,0.00063,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99737,0.0017,0.00093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0.45,0.084,0.062,0.038,0.013,0,0,0,0,0,0,0,0,0,0,0,0
5,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393,0.37,0.16,0.049,0.017,0.011,0,0,0,0,0,0,0,0,0,0,0,0
5,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1755,0.6,0.16,0.042,0.017,0.0055,0,0,0,0,0,0,0,0,0,0,0,0
5,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99737,0.0017,0.00093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4946,0.44,0.004,0.041,0.012,0.0084,0,0,0,0,0,0,0,0,0,0,0
5,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.34,0.17,0.074,0.019,0.012,0,0,0,0,0,0,0,0,0,0,0
5,0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0.7,0.098,0.042,0.016,0.005,0,0,0,0,0,0,0,0,0,0,0
5,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99737,0.0017,0.00093,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4803,0.33,0.038,0.13,0.013,0.0087,0,0,0,0,0,0,0,0,0,0
5,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3401,0.44,0.15,0.045,0.015,0.0099,0,0,0,0,0,0,0,0,0,0
5,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2501,0.52,0.15,0.049,0.023,0.0079,0,0,0,0,0,0,0,0,0,0
5,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99737,0.0017,0.00093,0,0,0,0,0,0,0,0,0,0,0,0
5,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2173,0.49,0.18,0.091,0.013,0.0087,0,0,0,0,0,0,0,0,0
5,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0.5,0.22,0.061,0.022,0.014,0,0,0,0,0,0,0,0,0
5,0,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3066,0.44,0.17,0.051,0.024,0.0084,0,0,0,0,0,0,0,0,0
5,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99776,0.0013,0.00094,0,0,0,0,0,0,0,0,0,0,0
5,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4102,0.22,0.26,0.013,0.088,0.0088,0,0,0,0,0,0,0,0
5,0,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346,0.34,0.22,0.06,0.021,0.013,0,0,0,0,0,0,0,0
5,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2456,0.41,0.26,0.052,0.024,0.0084,0,0,0,0,0,0,0,0
5,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99636,0.0027,0.00094,0,0,0,0,0,0,0,0,0,0
5,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4983,0.29,0.16,0.03,0.013,0.0087,0,0,0,0,0,0,0
5,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0.49,0.15,0.051,0.022,0.014,0,0,0,0,0,0,0
5,0,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2416,0.52,0.16,0.049,0.022,0.0074,0,0,0,0,0,0,0
5,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99737,0.0017,0.00093,0,0,0,0,0,0,0,0,0
5,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3064,0.62,0.0089,0.043,0.013,0.0087,0,0,0,0,0,0
5,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0.48,0.18,0.063,0.024,0.014,0,0,0,0,0,0
5,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0.47,0.17,0.06,0.029,0.01,0,0,0,0,0,0
5,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99036,0.0087,0.00094,0,0,0,0,0,0,0,0
5,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3683,0.46,0.11,0.04,0.013,0.0087,0,0,0,0,0
5,0,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355,0.37,0.18,0.06,0.022,0.013,0,0,0,0,0
5,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2681,0.49,0.16,0.051,0.023,0.0079,0,0,0,0,0
5,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99737,0.0017,0.00093,0,0,0,0,0,0,0
5,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405,0.37,0.14,0.049,0.022,0.014,0,0,0,0
5,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,0.4,0.19,0.066,0.025,0.015,0,0,0,0
5,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3016,0.46,0.16,0.049,0.022,0.0074,0,0,0,0
5,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99737,0.0017,0.00093,0,0,0,0,0,0
5,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0.46,0.19,0.058,0.027,0.017,0,0,0
5,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,0.4,0.19,0.066,0.025,0.015,0,0,0
5,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0.47,0.17,0.06,0.029,0.01,0,0,0
5,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99737,0.0017,0.00093,0,0,0,0,0
5,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0.41,0.17,0.06,0.03,0.018,0,0
5,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0.43,0.2,0.072,0.027,0.016,0,0
5,0,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0.47,0.17,0.06,0.029,0.01,0,0
5,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99737,0.0017,0.00093,0,0,0,0
5,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0.41,0.16,0.058,0.028,0.017,0
5,0,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,0.4,0.19,0.066,0.025,0.015,0
5,0,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0.47,0.17,0.06,0.029,0.01,0
5,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9719,0.027,0.0011,0,0,0
5,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0.43,0.18,0.064,0.032,0.02
5,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255,0.43,0.2,0.072,0.027,0.016
5,0,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0.47,0.17,0.06,0.029,0.01
5,0,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9749,0.024,0.0011,0,0
5,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282,0.44,0.18,0.065,0.033
5,0,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0.44,0.2,0.073,0.028
5,0,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0.47,0.17,0.06,0.029
5,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9598,0.039,0.0012,0
5,0,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0.45,0.19,0.067
5,0,37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0.45,0.21,0.075
5,0,37,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.49,0.17,0.062
5,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9427,0.056,0.0013
5,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.49,0.2
5,0,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.49,0.23
5,0,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0.52,0.19
5,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947,0.053
5,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.61
5,0,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.63
5,0,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.64
5,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,0,40,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,0,1,1,0.99819,0.0014,0.00027,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,1,2,0.286,0.41,0.16,0.079,0.042,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,1,3,0.275,0.45,0.16,0.064,0.029,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,1,4,0.238,0.46,0.17,0.069,0.042,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,2,1,0,0.998689,0.0011,0.000081,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,2,2,0,0.272,0.42,0.16,0.081,0.044,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,2,3,0,0.275,0.45,0.16,0.064,0.029,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,2,4,0,0.238,0.46,0.17,0.069,0.042,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,3,1,0,0,0.99896,0.00091,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,3,2,0,0,0.274,0.44,0.15,0.074,0.04,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,3,3,0,0,0.275,0.45,0.16,0.064,0.029,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,3,4,0,0,0.238,0.46,0.17,0.069,0.042,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,4,1,0,0,0,0.99896,0.00091,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,4,2,0,0,0,0.257,0.39,0.22,0.073,0.039,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,4,3,0,0,0,0.288,0.44,0.16,0.062,0.028,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,4,4,0,0,0,0.238,0.46,0.17,0.069,0.042,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,5,1,0,0,0,0,0.99896,0.00091,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,5,2,0,0,0,0,0.131,0.39,0.21,0.11,0.14,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,5,3,0,0,0,0,0.262,0.43,0.2,0.06,0.026,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,5,4,0,0,0,0,0.238,0.46,0.17,0.069,0.042,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,0,0,0,0,0,0.99896,0.00091,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,2,0,0,0,0,0,0.252,0.36,0.21,0.11,0.058,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,3,0,0,0,0,0,0.222,0.42,0.17,0.14,0.025,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,4,0,0,0,0,0,0.238,0.46,0.17,0.069,0.042,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,7,1,0,0,0,0,0,0,0.99896,0.00091,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,7,2,0,0,0,0,0,0,0.273,0.28,0.24,0.14,0.033,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,7,3,0,0,0,0,0,0,0.385,0.38,0.14,0.052,0.02,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,7,4,0,0,0,0,0,0,0.241,0.45,0.15,0.1,0.04,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,8,1,0,0,0,0,0,0,0,0.99896,0.00091,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,8,2,0,0,0,0,0,0,0,0.543,0.23,0.13,0.038,0.041,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,8,3,0,0,0,0,0,0,0,0.252,0.38,0.28,0.047,0.018,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,8,4,0,0,0,0,0,0,0,0.235,0.48,0.16,0.066,0.04,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,9,1,0,0,0,0,0,0,0,0,0.99896,0.00091,0,0.00013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,9,2,0,0,0,0,0,0,0,0,0.422,0.39,0.079,0.054,0.03,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,9,3,0,0,0,0,0,0,0,0,0.259,0.36,0.19,0.066,0.064,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,9,4,0,0,0,0,0,0,0,0,0.215,0.41,0.13,0.069,0.16,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
