tourpurp,isInbound,interval,trip,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40
1,0,9,1,0,0,0,0,0,0,0,0,0.999613,0.00019,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,9,2,0,0,0,0,0,0,0,0,0.417,0.38,0.059,0.08,0.033,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,9,3,0,0,0,0,0,0,0,0,0.347,0.22,0.18,0.094,0.1,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,9,4,0,0,0,0,0,0,0,0,0.198,0.27,0.27,0.14,0.041,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,10,1,0,0,0,0,0,0,0,0,0,0.999613,0.00019,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,10,2,0,0,0,0,0,0,0,0,0,0.296,0.34,0.095,0.11,0.049,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,10,3,0,0,0,0,0,0,0,0,0,0.381,0.32,0.12,0.047,0.047,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,10,4,0,0,0,0,0,0,0,0,0,0.18,0.39,0.07,0.14,0.12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,11,1,0,0,0,0,0,0,0,0,0,0,0.998922,0.00019,0.000049,0.000081,0.000048,0.00071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,11,2,0,0,0,0,0,0,0,0,0,0,0.392,0.21,0.16,0.1,0.11,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,11,3,0,0,0,0,0,0,0,0,0,0,0.2824,0.48,0.06,0.16,0.014,0.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,11,4,0,0,0,0,0,0,0,0,0,0,0.331,0.32,0.23,0.033,0.04,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0.999613,0.00019,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0.105,0.4,0.19,0.15,0.057,0.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0.248,0.36,0.2,0.069,0.085,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0.223,0.45,0.16,0.086,0.058,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0.999613,0.00019,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0.307,0.29,0.22,0.1,0.042,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0.41,0.17,0.091,0.075,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.25,0.2,0.21,0.046,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995303,0.0045,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.39,0.058,0.049,0.071,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0.4,0.2,0.071,0.098,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0.44,0.23,0.097,0.035,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999613,0.00019,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.48,0.15,0.062,0.012,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2757,0.4,0.21,0.07,0.041,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0.35,0.25,0.071,0.066,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999613,0.00019,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0.47,0.14,0.043,0.097,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2181,0.49,0.2,0.034,0.054,0.0039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346,0.18,0.36,0.04,0.041,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999613,0.00019,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0.47,0.21,0.043,0.044,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388,0.21,0.27,0.059,0.044,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465,0.18,0.053,0.18,0.026,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999613,0.00019,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0.29,0.29,0.016,0.058,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.4,0.16,0.22,0.05,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429,0.31,0.097,0.093,0.04,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999613,0.00019,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.46,0.23,0.023,0.026,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289,0.48,0.08,0.071,0.051,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0.54,0.21,0.035,0.043,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993003,0.0068,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0.51,0.082,0.063,0.057,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3184,0.24,0.35,0.0051,0.078,0.0085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0.35,0.11,0.091,0.079,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999613,0.00019,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315,0.35,0.2,0.074,0.045,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0.36,0.19,0.052,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272,0.27,0.12,0.25,0.051,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997503,0.0023,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0.51,0.075,0.066,0.036,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0.3,0.063,0.068,0.049,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0.46,0.17,0.1,0.051,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999613,0.00019,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0,0,0,0,0,0,0
1,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0.5,0.12,0.069,0.038,0.03,0,0,0,0,0,0,0,0,0,0,0,0
1,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0.48,0.15,0.072,0.051,0.03,0,0,0,0,0,0,0,0,0,0,0,0
1,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0.25,0.21,0.22,0.068,0.036,0,0,0,0,0,0,0,0,0,0,0,0
1,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999613,0.00019,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0,0,0,0,0,0
1,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0.64,0.027,0.032,0.037,0.031,0,0,0,0,0,0,0,0,0,0,0
1,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,0.39,0.15,0.075,0.053,0.033,0,0,0,0,0,0,0,0,0,0,0
1,0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0.36,0.15,0.11,0.056,0.037,0,0,0,0,0,0,0,0,0,0,0
1,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999613,0.00019,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0,0,0,0,0
1,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0.3,0.14,0.044,0.11,0.033,0,0,0,0,0,0,0,0,0,0
1,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0.51,0.16,0.077,0.054,0.034,0,0,0,0,0,0,0,0,0,0
1,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0.37,0.19,0.12,0.059,0.038,0,0,0,0,0,0,0,0,0,0
1,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999613,0.00019,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0,0,0,0
1,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0.41,0.25,0.14,0.036,0.028,0,0,0,0,0,0,0,0,0
1,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0.36,0.17,0.083,0.057,0.037,0,0,0,0,0,0,0,0,0
1,0,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.3,0.18,0.14,0.067,0.035,0,0,0,0,0,0,0,0,0
1,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999613,0.00019,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0,0,0
1,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.28,0.2,0.14,0.087,0.033,0,0,0,0,0,0,0,0
1,0,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0.4,0.19,0.12,0.057,0.036,0,0,0,0,0,0,0,0
1,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0.33,0.2,0.12,0.062,0.039,0,0,0,0,0,0,0,0
1,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999613,0.00019,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0,0
1,0,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0.46,0.13,0.082,0.047,0.038,0,0,0,0,0,0,0
1,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0.4,0.19,0.082,0.057,0.036,0,0,0,0,0,0,0
1,0,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0.37,0.19,0.12,0.06,0.039,0,0,0,0,0,0,0
1,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999613,0.00019,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0,0
1,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301,0.38,0.18,0.062,0.043,0.034,0,0,0,0,0,0
1,0,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339,0.32,0.17,0.08,0.056,0.035,0,0,0,0,0,0
1,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0.33,0.19,0.15,0.06,0.039,0,0,0,0,0,0
1,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999613,0.00019,0.000049,0.000081,0.000048,0.000019,0,0,0,0,0
1,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272,0.37,0.17,0.091,0.054,0.043,0,0,0,0,0
1,0,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0.39,0.18,0.088,0.06,0.04,0,0,0,0,0
1,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0.33,0.2,0.12,0.062,0.064,0,0,0,0,0
1,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987632,0.012,0.000081,0.00014,0.000072,0.000075,0,0,0,0
1,0,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0.37,0.15,0.091,0.054,0.043,0,0,0,0
1,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0.38,0.18,0.086,0.059,0.038,0,0,0,0
1,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,0.34,0.2,0.12,0.064,0.04,0,0,0,0
1,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980533,0.019,0.0001,0.00017,0.000087,0.00011,0,0,0
1,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.38,0.15,0.093,0.055,0.044,0,0,0
1,0,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0.39,0.18,0.088,0.06,0.04,0,0,0
1,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,0.34,0.2,0.12,0.064,0.04,0,0,0
1,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976463,0.023,0.00011,0.0002,0.000097,0.00013,0,0
1,0,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.38,0.15,0.093,0.055,0.044,0,0
1,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0.39,0.18,0.088,0.06,0.04,0,0
1,0,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,0.34,0.2,0.12,0.064,0.04,0,0
1,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97343,0.026,0.00012,0.00021,0.0001,0.00014,0
1,0,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.38,0.15,0.093,0.055,0.044,0
1,0,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,0.39,0.18,0.088,0.06,0.04,0
