"jointTours","hhsize","freq"
"0","2",75.2472658107466
"1","2",23.1431288635283
"2","2",1.60960532572515
"0","3",70.3179761677181
"1","3",25.692984133053
"2","3",3.98903969922896
"0","4",74.4730029585799
"1","4",20.5066568047337
"2","4",5.02034023668639
"0","5",70.937343358396
"1","5",21.483709273183
"2","5",7.57894736842105
"0","Total",73.6084233041353
"1","Total",23.0787838663679
"2","Total",3.31279282949684
