id,FACTYPE,am_vol,md_vol,pm_vol,day_vol
27571,3,3784.588,1162.122,1247.095,7651.347
27580,3,2815.254,699.908,591.379,5504.333
27590,3,2236.870,538.048,536.513,4188.427
27600,3,2435.281,578.249,616.286,4446.079
27611,3,4811.328,1394.100,1481.385,9338.570
27621,3,3245.107,928.006,1006.262,6541.205
27640,3,2510.883,558.671,529.350,4689.241
27641,3,1520.862,359.088,412.409,2670.615
27650,3,2214.523,522.954,493.024,4068.029
27651,3,1355.132,291.843,368.939,2425.553
27660,3,1411.240,315.135,331.175,2435.947
27661,3,872.769,212.242,279.093,1578.951
27670,4,522.836,128.701,219.039,962.244
27671,4,1074.280,207.984,243.515,1775.152
39030,5,103.873,20.092,27.295,185.000
39031,5,103.360,27.338,23.968,185.000
40210,4,794.988,177.075,125.325,1579.928
40211,4,946.176,284.872,288.228,1764.335
40220,4,574.334,195.297,185.296,1104.812
40221,4,573.326,156.749,96.054,1110.488
40230,4,326.127,125.431,123.778,647.257
40231,4,323.613,82.308,55.031,642.903
40240,4,252.118,85.973,93.572,488.389
40241,4,244.872,61.667,35.175,480.624
40250,4,252.118,85.973,93.572,488.389
40251,4,244.872,61.667,35.175,480.624
40260,5,186.804,66.954,72.997,362.184
40261,5,174.548,48.837,24.335,353.532
40280,5,449.989,138.428,154.421,823.669
40281,5,410.489,85.113,63.637,821.650
40290,5,242.236,60.453,56.331,484.845
40291,5,261.750,78.545,91.308,493.618
40300,5,214.327,48.283,45.842,390.243
40301,5,214.981,62.086,62.392,390.948
40310,5,576.097,171.263,223.713,1070.398
40311,5,508.734,110.308,71.365,998.041
40320,5,520.585,111.612,74.214,1019.377
40321,5,591.143,176.221,228.725,1097.661
40330,3,1281.685,274.101,263.382,2411.213
40331,3,1369.251,471.720,451.402,2551.033
40340,3,1074.199,266.432,250.745,2060.990
40341,3,1050.978,354.845,340.571,2028.898
40350,3,843.783,215.703,197.444,1541.762
40351,3,804.837,245.433,253.526,1544.078
40360,3,778.159,199.047,191.872,1380.567
40361,3,722.959,198.327,209.410,1362.287
40460,4,607.645,132.151,110.577,1167.364
40461,4,650.070,204.269,214.640,1241.771
40470,4,383.063,91.924,73.010,702.198
40471,4,400.851,109.114,122.519,780.794
40480,4,372.602,88.858,68.891,681.816
40481,4,389.303,106.897,117.822,762.132
40490,4,329.998,110.190,86.589,635.960
40491,4,342.024,83.343,87.465,722.502
40500,4,329.998,110.190,86.589,635.960
40501,4,342.024,83.343,87.465,722.502
40510,4,524.116,196.050,182.513,1018.668
40511,4,504.797,100.805,72.951,1070.248
40520,4,488.633,188.697,178.584,960.808
40521,4,457.380,88.934,59.692,974.076
40530,7,326.387,76.377,63.970,675.107
40531,7,344.286,110.083,134.130,651.718
40540,4,361.869,83.730,67.899,732.967
40541,4,391.702,121.954,147.389,747.890
40550,4,361.869,83.730,67.899,732.967
40551,4,391.702,121.954,147.389,747.890
40560,4,252.934,63.153,50.891,516.233
40561,4,274.396,78.331,105.944,527.530
40570,4,206.522,51.215,40.812,417.274
40571,4,221.776,64.208,87.073,427.564
40580,4,138.349,37.554,36.193,286.303
40581,4,149.293,37.275,63.112,297.763
40590,4,582.272,196.341,225.509,1113.342
40591,4,533.685,122.889,89.661,1128.678
40600,4,522.102,95.759,74.701,1085.057
40601,4,569.235,225.991,251.699,1108.223
40610,4,320.444,85.280,93.621,567.443
40611,4,293.004,71.057,54.835,545.134
40620,4,832.919,298.780,312.714,1612.526
40621,4,783.767,165.310,123.662,1649.183
40630,4,987.191,257.538,190.752,2034.183
40631,4,1388.701,482.613,552.092,2992.020
40650,3,4622.511,1299.971,1244.476,8668.434
40651,3,4419.754,1006.584,827.796,8325.693
40661,3,4120.121,1177.591,1129.844,7794.780
40670,3,4477.488,1351.055,1257.617,8402.873
40671,3,4372.368,974.899,732.224,8340.690
40680,3,3716.781,1180.632,1122.503,7032.828
40681,3,3665.070,820.146,587.717,6935.261
40690,3,3716.781,1180.632,1122.503,7032.828
40691,3,3665.070,820.146,587.717,6935.261
40700,4,1729.551,556.230,519.061,3345.440
40701,4,1745.104,375.351,266.843,3240.602
40710,4,1291.384,380.060,363.311,2607.374
40711,4,1396.444,328.631,214.606,2571.193
40720,4,1054.800,265.720,268.092,2163.507
40721,4,1169.698,292.673,177.673,2153.044
40730,4,523.672,123.068,93.939,1020.524
40731,4,576.766,163.246,197.884,1082.048
40740,4,399.540,106.397,142.240,773.111
40741,4,367.840,98.533,73.742,712.765
40750,4,399.540,106.397,142.240,773.111
40751,4,367.840,98.533,73.742,712.765
40760,4,290.324,84.598,84.193,605.599
40761,4,315.815,97.550,118.790,662.075
40770,4,332.603,100.247,105.829,692.579
40771,4,356.873,95.330,122.236,740.470
40780,4,469.958,110.342,81.710,1052.630
40781,4,537.768,204.305,204.038,1033.545
40790,4,537.686,204.237,203.451,1032.538
40791,4,469.958,110.342,81.488,1052.349
40800,4,537.686,204.237,203.451,1032.538
40801,4,469.958,110.342,81.488,1052.349
40810,4,867.748,298.035,314.834,1648.165
40811,4,756.654,191.652,127.677,1653.230
40820,4,990.851,342.889,361.888,1879.196
40821,4,863.444,221.375,143.724,1889.397
40830,4,1080.674,368.211,378.447,2023.539
40831,4,952.760,230.385,153.644,2026.383
40840,4,371.969,111.443,112.193,679.729
40841,4,401.494,93.272,63.033,830.748
40850,4,600.673,184.216,186.710,1127.327
40851,4,637.937,145.373,114.534,1300.525
40860,3,2.000,0.000,0.000,2.000
40861,3,156.886,43.192,27.969,271.508
40870,3,1522.794,483.465,493.241,2839.098
40871,3,1425.311,365.456,231.014,2795.514
41040,5,24.633,4.946,8.672,40.241
41041,5,29.138,4.441,4.388,42.479
47250,3,1993.618,628.700,651.618,3650.028
47251,3,1915.629,450.293,304.179,3780.550
47270,3,3032.944,924.825,929.433,5812.551
47271,3,3545.418,831.645,683.622,6769.666
47280,3,2075.993,634.883,649.597,3997.069
47281,3,938.970,251.169,215.503,1958.738
47750,3,2164.352,598.669,658.181,3956.949
47760,3,4117.375,1145.145,1247.640,7429.610
100010,1,3965.819,939.942,1624.581,7483.885
100011,1,4227.022,1013.878,1458.735,7467.432
103010,3,7431.666,2242.281,2183.762,14430.090
103011,3,7108.300,1933.667,1659.658,14173.246
103080,4,1743.329,386.711,341.549,3584.307
103081,4,2013.269,683.837,651.999,3646.852
103220,3,3309.998,871.879,991.045,5776.895
103221,3,3136.094,701.626,590.167,5501.106
103230,3,4825.485,1476.156,1283.276,9290.988
103231,3,4549.944,1178.576,1349.090,9407.985
104870,3,1027.414,286.899,192.632,1993.131
104871,3,1526.211,429.987,437.384,2893.295
104890,3,2353.087,617.122,494.873,4752.865
104891,3,3784.588,1162.122,1247.095,7651.347
108770,4,2530.758,873.237,748.166,5081.365
108771,4,3392.054,858.332,776.314,6744.340
108780,4,4842.067,1110.169,1042.150,8460.007
108781,4,4147.975,1003.984,845.969,7375.161
109190,5,695.428,197.852,218.578,1425.510
109191,5,730.763,203.316,178.377,1433.949
109200,4,920.355,261.873,267.520,1731.212
109201,4,867.474,214.327,180.688,1780.449
109690,5,705.225,186.473,136.929,1285.713
109691,5,721.508,157.938,135.297,1316.521
109900,5,1018.349,255.225,220.426,2026.938
109901,5,1088.180,355.808,375.553,2117.952
110220,7,44.371,5.842,5.496,61.915
110221,7,0.000,0.000,0.000,0.000
110370,1,8764.640,2652.637,2855.908,17896.034
110371,1,8144.909,2444.205,2674.000,16575.180
114770,7,55.716,17.372,12.085,101.048
114771,7,20.589,12.750,15.593,52.182
114940,7,0.000,0.000,0.000,0.000
114941,7,0.000,0.000,0.000,0.000
114980,7,415.903,83.424,97.678,670.256
114981,7,222.584,42.347,45.859,370.115
115000,4,16.177,3.530,5.534,28.838
115001,4,16.403,6.035,3.037,33.022
115020,7,0.137,2.009,0.010,4.166
115021,7,1.136,0.009,2.010,3.167
115050,7,212.504,43.651,49.434,434.595
115051,7,239.595,78.401,80.442,444.830
115060,7,2048.416,501.023,561.434,3544.620
115061,7,2371.074,605.192,484.846,4163.141
115070,7,624.805,145.523,173.560,1228.832
115071,7,636.672,118.382,91.414,1181.756
115090,7,233.896,64.607,68.809,395.319
115091,7,308.604,83.636,53.995,548.710
115100,7,497.930,97.299,78.206,893.105
115101,7,474.192,128.662,124.391,822.850
115110,7,643.541,174.451,186.746,1282.132
115111,7,638.933,222.122,196.771,1294.517
115120,7,90.532,14.783,15.957,159.331
115121,7,77.486,22.745,16.728,152.785
115130,7,544.861,127.475,120.211,1024.981
115131,7,517.888,155.537,139.018,947.226
115160,7,347.474,91.970,76.979,736.963
115161,7,354.864,120.711,158.326,714.734
115250,7,252.601,72.982,78.649,491.701
115251,7,230.498,68.925,42.991,503.172
115270,7,465.961,154.569,127.401,903.695
115271,7,444.951,128.874,114.885,914.659
115280,7,77.717,14.522,16.787,129.841
115281,7,76.544,18.533,18.782,132.057
115360,6,246.319,51.516,27.972,443.238
115361,6,252.818,70.867,105.753,452.327
115380,4,1842.941,606.236,562.384,3616.420
115381,4,1640.097,470.295,386.971,3271.068
115390,4,410.195,130.643,114.548,801.833
115391,4,414.600,86.936,88.777,845.223
115400,4,2985.170,752.807,562.825,5668.826
115401,4,2782.456,740.199,752.423,5084.119
115430,5,194.730,65.428,35.226,373.727
115431,5,201.344,54.648,56.433,374.695
115440,4,1539.380,370.185,272.871,2966.051
115441,4,1502.434,454.160,462.510,2940.344
115460,4,1745.442,469.761,375.495,3585.641
115461,4,1842.563,678.268,546.404,3627.397
115470,4,1732.123,462.165,399.102,3449.585
115471,4,1600.870,560.012,451.166,3229.755
115480,4,1845.889,552.851,482.304,3823.398
115481,4,2456.138,717.798,591.127,4673.300
115490,4,1716.966,550.913,420.762,3559.013
115491,4,2626.050,721.349,710.925,5080.310
115500,4,617.915,146.375,151.856,1268.233
115501,4,556.191,140.098,132.843,1111.522
115530,5,419.105,107.029,136.964,792.452
115531,5,401.971,100.495,69.413,871.467
115540,4,1452.006,462.986,497.657,2806.498
115541,4,1422.073,369.343,281.424,2914.877
115550,5,247.517,68.273,46.962,483.069
115551,5,211.173,55.061,70.519,485.065
115560,5,69.191,13.358,11.708,129.064
115561,5,82.663,19.616,20.237,132.613
115580,5,801.982,142.148,130.817,1390.983
115581,5,1240.612,391.892,514.590,2333.894
115590,5,453.209,102.867,108.956,831.390
115591,5,458.830,119.448,113.715,883.297
115600,5,441.997,119.005,105.044,830.786
115601,5,721.475,216.784,215.609,1509.002
115610,5,104.291,27.044,36.747,184.641
115611,5,85.291,15.663,11.385,175.398
115620,4,502.256,144.673,124.737,1041.657
115621,4,332.370,89.390,102.932,603.191
115630,5,300.272,66.349,60.080,546.963
115631,5,354.101,93.588,93.836,628.188
115660,5,271.586,62.797,38.133,505.058
115661,5,315.010,74.275,71.333,547.748
115670,7,199.259,47.262,42.912,397.767
115671,7,85.931,39.834,26.746,178.489
115680,7,43.790,4.357,7.217,74.513
115681,7,24.488,3.569,3.452,39.509
115701,4,3651.551,1014.741,821.558,7084.738
115720,5,1425.609,345.985,276.301,2756.680
115721,5,1301.493,411.517,396.510,2446.119
115730,4,3462.764,851.334,676.902,6778.252
115731,4,3548.012,1116.132,1058.351,6768.705
115740,4,3389.911,787.624,650.417,6704.291
115741,4,3426.338,1096.734,1041.937,6550.821
115750,4,4582.160,1277.452,1148.518,8651.857
115751,4,4790.783,1364.040,1124.942,8992.023
115760,5,345.970,79.353,97.642,597.227
115761,5,429.271,105.324,77.585,766.005
115770,4,2660.516,666.861,525.484,4930.243
115771,4,2517.183,718.686,731.635,4740.199
115780,5,2661.351,648.219,540.350,4820.438
115781,5,2523.563,681.045,638.867,4737.421
115790,5,1636.415,385.433,277.789,3129.163
115791,5,1461.822,497.708,450.725,2851.038
115800,5,268.778,62.500,83.135,500.419
115801,5,136.946,23.838,15.069,234.006
115810,7,93.386,11.375,14.761,179.381
115811,7,217.647,58.139,39.466,381.250
115820,5,24.923,2.724,3.858,42.473
115821,5,9.909,1.077,0.091,14.588
115830,5,142.478,21.554,25.086,212.543
115831,5,308.805,57.316,50.874,530.361
115840,5,592.318,142.613,111.586,1186.288
115841,5,594.828,173.429,179.942,1118.460
115860,5,426.109,111.239,91.054,799.976
115861,5,368.506,71.688,64.031,800.350
115870,5,442.749,115.057,152.239,838.801
115871,5,429.123,106.827,70.645,922.468
115880,5,777.554,193.314,172.778,1632.062
115881,5,806.743,326.979,281.296,1627.677
115890,5,641.541,209.804,237.413,1249.392
115891,5,666.140,147.513,106.350,1323.621
115900,7,1.003,0.000,0.000,1.003
115901,7,0.003,0.000,0.000,1.003
115930,5,2099.955,632.681,515.399,4183.310
115931,5,2124.351,655.493,661.197,4183.531
115940,5,798.131,173.931,153.018,1769.021
115941,5,930.069,186.568,138.124,1822.747
116110,7,74.719,21.267,22.081,155.697
116111,7,83.081,29.276,18.189,161.837
116161,3,2808.811,688.999,639.006,4947.203
116190,4,1166.804,219.724,234.707,2197.986
116191,4,1094.875,258.650,231.195,2033.367
116230,5,634.205,142.141,109.399,1214.063
116231,5,611.489,172.671,202.625,1125.944
116250,4,1733.168,506.893,455.504,3145.931
116251,4,1211.296,282.428,282.232,2381.258
116270,5,342.017,94.365,57.240,641.696
116271,5,390.744,106.541,124.104,707.880
116280,5,797.560,208.947,235.969,1419.770
116281,5,812.097,200.909,168.682,1485.964
116290,5,256.649,62.213,46.674,458.722
116291,5,253.739,71.321,68.955,453.920
126640,4,734.904,227.821,234.863,1319.568
126641,4,598.857,131.653,74.350,1160.364
126650,4,3938.251,1223.596,1192.057,7599.764
126651,4,3399.121,832.241,690.187,6483.463
126660,4,2007.980,589.537,584.624,3780.864
126661,4,8430.101,2147.771,1763.920,15752.304
126670,3,9860.008,2514.172,2138.718,19012.685
126681,3,2825.407,631.970,593.701,4957.013
126690,3,2693.537,675.715,667.756,4803.082
126691,3,3012.961,711.576,546.194,5514.453
130710,3,2910.243,688.011,762.816,5175.363
130711,3,4050.759,1010.457,917.816,7816.568
130720,3,2372.113,558.812,450.549,4604.386
130721,3,1506.225,344.866,411.050,2634.020
130731,4,1089.191,247.890,209.515,2063.379
130740,3,2764.699,702.117,612.793,4717.966
131530,4,3312.421,848.965,789.059,5913.758
131531,4,3224.214,802.527,683.736,5774.892
131970,4,327.946,99.229,117.890,639.839
131971,4,335.723,80.769,71.129,642.402
131980,4,376.373,115.019,133.515,712.993
131981,4,385.428,128.295,82.247,748.547
132060,4,331.044,76.396,69.370,699.797
132061,4,385.493,113.182,120.141,685.732
132070,5,353.963,84.681,96.374,616.799
132071,5,335.760,81.748,45.921,620.907
132080,6,75.830,17.968,13.388,141.057
132081,6,96.658,23.569,28.592,165.577
132090,4,2325.588,641.846,504.671,4182.682
132091,4,2413.908,617.185,622.262,4369.212
132110,5,1043.541,249.925,201.576,2186.145
132111,5,958.442,337.285,297.645,1920.033
132120,5,2376.489,633.635,624.076,4716.680
132121,5,2092.758,733.805,589.030,4133.700
132300,3,4652.626,1148.225,865.397,9436.045
132301,3,6088.366,2136.030,2095.190,11802.624
132350,7,40.220,3.447,8.035,60.542
132351,7,36.470,10.049,3.228,61.463
132360,5,184.323,29.195,36.288,329.820
132361,5,167.116,55.583,63.505,336.271
132370,4,122.399,45.386,42.033,251.727
132371,4,127.393,27.168,23.884,259.319
132380,7,13.853,15.781,6.587,40.106
132381,7,15.610,3.109,4.350,44.186
132390,5,25.201,5.349,6.356,56.190
132391,5,7.053,2.334,4.338,14.773
132400,7,28.195,6.506,9.503,50.153
132401,7,32.047,4.016,6.372,51.657
150010,1,8498.712,3350.000,3534.314,17192.790
150011,1,7514.247,1925.834,2374.289,17017.007
150020,1,3965.819,939.942,1624.581,7483.885
150021,1,4227.022,1013.878,1458.735,7467.432
150070,4,195.977,44.649,55.948,347.118
150071,4,196.755,44.769,63.192,349.661
150110,4,537.686,204.237,203.451,1032.538
150111,4,469.958,110.342,81.488,1052.349
150130,4,1743.329,386.711,341.549,3584.307
150131,4,2013.269,683.837,651.999,3646.852
150140,3,1027.414,286.899,192.632,1993.131
150141,3,1526.211,429.987,437.384,2893.295
150170,3,7108.300,1933.667,1659.658,14173.246
150171,3,7431.666,2242.281,2183.762,14430.090
150190,1,8378.241,2294.252,2429.828,17379.004
150191,1,8612.451,2788.145,2801.169,16957.713
150580,7,623.936,156.302,135.339,1178.476
150581,7,765.807,214.019,234.015,1457.544
150590,4,690.953,156.086,132.118,1511.595
150591,4,523.147,226.573,199.301,1042.279
150600,4,1215.418,352.843,316.056,2383.860
150601,4,1176.305,408.005,319.294,2318.642
150610,5,68.894,19.264,20.731,124.637
150611,5,133.338,19.543,23.001,217.705
150620,5,75.037,12.486,16.164,137.537
150621,5,70.603,19.276,20.745,126.394
151710,4,1144.694,344.385,320.275,2190.974
151711,4,2096.554,490.201,403.233,3890.262
152210,3,1748.639,482.816,451.803,3523.572
152211,3,1174.561,456.481,463.023,2578.630
152220,3,1696.686,475.247,449.291,3447.028
152221,3,1126.318,451.467,452.432,2496.781
152230,3,956.556,286.391,267.126,2199.183
152231,3,872.976,390.672,387.219,1954.852
152240,3,975.153,303.566,304.044,2179.737
152241,3,905.043,376.749,351.950,1984.427
152250,3,1291.844,348.106,330.291,2753.310
152251,3,1246.627,477.824,465.116,2545.768
152260,3,1294.449,339.540,324.866,2788.931
152261,3,1276.241,494.598,488.787,2583.051
152290,3,1294.449,339.540,324.866,2788.931
152291,3,1276.241,494.598,488.787,2583.051
152330,3,1294.449,339.540,324.866,2788.931
152331,3,1276.241,494.598,488.787,2583.051
152340,3,399.643,107.358,87.370,738.596
152341,3,390.089,125.859,108.434,739.555
152350,3,705.502,193.414,155.015,1287.695
152351,3,1131.785,271.772,255.901,1999.398
152360,3,782.101,159.569,156.742,1294.699
152361,3,341.155,90.249,79.939,601.241
153271,30,2558.726,696.651,660.299,5239.726
153281,30,2005.808,517.978,488.440,4062.969
153290,4,5255.269,1551.868,1471.697,10125.721
153291,4,4694.506,1274.753,1074.082,9414.832
153300,4,3236.772,831.685,779.611,6720.046
153301,4,3532.736,1254.256,1018.951,7065.199
153311,30,3143.419,1127.731,962.977,6153.901
153321,30,1702.444,536.877,506.379,3179.003
153330,30,2752.226,651.499,590.196,5805.068
153340,30,1411.213,330.828,320.746,3038.864
153350,30,3024.259,920.106,924.473,5946.933
153360,30,744.075,227.300,246.160,1504.641
153380,4,1356.417,459.535,469.650,2635.589
153381,4,1136.267,261.684,243.683,2299.696
153390,3,350.892,93.380,55.424,888.448
153391,3,737.272,260.533,208.220,1376.502
154651,30,205.466,41.919,38.965,329.416
154720,30,44.376,10.451,19.382,88.171
154730,4,199.378,51.092,43.027,398.308
154731,4,3959.471,1351.140,1288.530,8718.620
154740,30,3791.036,1302.954,1240.680,8412.336
154750,30,2466.600,824.461,750.700,5308.089
154761,30,216.677,46.887,76.469,428.760
154771,30,138.839,41.931,50.364,276.781
