id,From_Node,To_Node,FACTYPE,am_vol,md_vol,pm_vol,day_vol
218656,200549416,200550260,7,0.016,0.001,0.001,0.019
218656,200550260,200549416,7,0.000,0.000,0.000,0.000
218657,200017337,200551905,1,6760.528,2073.458,2407.386,13818.913
218657,200551905,200017337,1,0.000,0.000,0.000,0.000
218658,200553497,200558352,7,40.689,7.110,3.897,76.965
218658,200558352,200553497,7,46.228,14.453,5.092,77.874
218659,200550503,200558914,7,0.000,0.000,0.000,0.000
218659,200558914,200550503,7,0.000,0.000,0.000,0.000
218660,200558914,200560445,7,0.000,0.000,0.000,0.000
218660,200560445,200558914,7,0.000,0.000,0.000,0.000
218661,200551089,200553497,7,21.493,5.287,0.353,42.538
218661,200553497,200551089,7,26.299,6.935,1.499,40.465
218662,200550782,200552778,5,167.514,41.548,27.764,331.478
218662,200552778,200550782,5,180.340,49.031,50.789,325.571
218663,200552778,200557667,7,0.000,0.000,0.000,0.000
218663,200557667,200552778,7,0.000,0.000,0.000,0.000
218664,200549204,200554341,7,0.000,0.000,0.000,0.000
218664,200554341,200549204,7,0.000,0.000,0.000,0.000
218665,200550407,200552778,7,0.000,0.000,0.000,0.000
218665,200552778,200550407,7,0.000,0.000,0.000,0.000
218666,200549204,200550407,7,0.000,0.000,0.000,0.000
218666,200550407,200549204,7,0.000,0.000,0.000,0.000
218667,200550260,200555333,7,0.016,0.001,0.001,0.019
218667,200555333,200550260,7,0.000,0.000,0.000,0.000
218668,200551922,200556759,7,3.975,2.511,2.308,9.815
218668,200556759,200551922,7,4.364,2.432,0.208,9.394
218669,200554190,200557357,5,114.575,40.626,30.579,236.653
218669,200557357,200554190,5,121.628,35.171,42.273,241.295
218670,200552644,200558331,3,1027.414,286.899,192.632,1993.131
218670,200558331,200552644,3,1526.211,429.987,437.384,2893.295
218671,200555161,200558331,3,1526.211,429.987,437.384,2893.295
218671,200558331,200555161,3,1027.414,286.899,192.632,1993.131
218672,200551922,200553778,7,4.341,2.430,0.207,9.366
218672,200553778,200551922,7,3.954,2.510,2.307,9.788
218673,200551463,200555489,7,0.000,0.000,0.000,0.000
218673,200555489,200551463,7,0.000,0.000,0.000,0.000
218674,200555489,200557357,5,122.799,34.205,38.776,238.998
218674,200557357,200555489,5,114.613,40.633,30.925,234.217
218675,200555161,200561673,3,1027.414,286.899,192.632,1993.131
218675,200561673,200555161,3,1526.211,429.987,437.384,2893.295
218676,200554577,200556677,7,0.000,0.000,0.000,0.000
218676,200556677,200554577,7,0.000,0.000,0.000,0.000
218677,200547380,200549416,7,0.000,0.000,0.000,0.000
218677,200549416,200547380,7,0.000,0.000,0.000,0.000
218678,200552252,200560445,7,0.000,0.000,0.000,0.000
218678,200560445,200552252,7,0.000,0.000,0.000,0.000
218679,200548187,200548897,7,0.000,0.000,0.000,0.000
218679,200548897,200548187,7,0.000,0.000,0.000,0.000
218680,200556004,200561673,3,1526.211,429.987,437.384,2893.295
218680,200561673,200556004,3,1027.414,286.899,192.632,1993.131
218681,200552078,200557357,7,3.054,3.076,6.635,12.836
218681,200557357,200552078,7,4.187,2.104,2.792,12.976
218682,200552078,200556977,7,4.187,2.104,2.792,12.976
218682,200556977,200552078,7,3.054,3.076,6.635,12.836
218683,200548213,200561425,7,0.000,0.000,0.000,0.000
218683,200561425,200548213,7,0.000,0.000,0.000,0.000
218684,200553636,200556004,7,0.000,0.000,0.000,0.000
218684,200556004,200553636,7,0.000,0.000,0.000,0.000
218685,200557216,200559066,7,43.359,7.924,12.784,72.222
218685,200559066,200557216,7,41.158,11.117,5.899,72.162
218686,200549716,200556977,7,3.054,3.076,6.635,12.836
218686,200556977,200549716,7,4.187,2.104,2.792,12.976
218687,200552252,200556820,7,0.000,0.000,0.000,0.000
218687,200556820,200552252,7,0.000,0.000,0.000,0.000
218688,200547537,200549716,7,0.000,0.000,0.000,0.000
218688,200549716,200547537,7,0.000,0.000,0.000,0.000
218689,200550407,200552951,7,0.000,0.000,0.000,0.000
218689,200552951,200550407,7,0.000,0.000,0.000,0.000
218690,200558358,200561425,5,122.799,34.205,38.776,238.998
218690,200561425,200558358,5,114.613,40.633,30.925,234.217
218691,200547537,200549033,7,0.000,0.000,0.000,0.000
218691,200549033,200547537,7,0.000,0.000,0.000,0.000
218824,200076842,200556224,7,0.000,0.000,0.000,0.000
218824,200556224,200076842,7,0.000,0.000,0.000,0.000
218825,200549054,200552968,4,0.000,0.000,0.000,0.000
218825,200552968,200549054,4,1798.194,570.269,489.004,3610.534
218826,200068084,200552968,4,1798.194,570.269,489.004,3610.534
218826,200552968,200068084,4,0.000,0.000,0.000,0.000
218827,200080078,200552007,7,32.138,2.504,2.053,42.494
218827,200552007,200080078,7,0.000,0.000,0.000,0.000
218828,200067445,200074450,1,0.000,0.000,0.000,0.000
218828,200074450,200067445,1,8144.909,2444.205,2674.000,16575.180
218829,200547761,200558594,7,0.000,0.000,0.000,0.000
218829,200558594,200547761,7,0.000,0.000,0.000,0.000
218830,200077068,200556983,1,8764.640,2652.637,2855.908,17896.034
218830,200556983,200077068,1,0.000,0.000,0.000,0.000
218831,200556983,200557985,1,8764.640,2652.637,2855.908,17896.034
218831,200557985,200556983,1,0.000,0.000,0.000,0.000
218832,200549285,200557985,30,0.000,0.000,0.000,0.000
218832,200557985,200549285,30,0.000,0.000,0.000,0.000
218833,200549285,200558624,30,0.000,0.000,0.000,0.000
218833,200558624,200549285,30,0.000,0.000,0.000,0.000
218834,200550351,200557985,1,0.000,0.000,0.000,0.000
218834,200557985,200550351,1,8764.640,2652.637,2855.908,17896.034
218835,200555389,200558591,7,0.000,0.000,0.000,0.000
218835,200558591,200555389,7,0.000,0.000,0.000,0.000
218836,200549255,200559279,3,1702.650,479.771,494.849,3187.611
218836,200559279,200549255,3,1177.145,308.971,217.417,2283.620
218837,200075471,200558591,7,0.000,0.000,0.000,0.000
218837,200558591,200075471,7,0.000,0.000,0.000,0.000
218838,200075471,200557743,7,0.000,0.000,0.000,0.000
218838,200557743,200075471,7,0.000,0.000,0.000,0.000
218839,200549255,200554020,3,1177.145,308.971,217.417,2283.620
218839,200554020,200549255,3,1702.650,479.771,494.849,3187.611
218841,200547230,200548431,4,3555.090,1181.072,1172.478,7624.218
218841,200548431,200547230,4,2341.387,729.114,644.103,5001.625
218842,200550763,200554415,5,720.626,248.144,215.024,1712.985
218842,200554415,200550763,5,429.750,175.562,176.996,899.985
218843,200075471,200559569,7,0.000,0.000,0.000,0.000
218843,200559569,200075471,7,0.000,0.000,0.000,0.000
218844,200547230,200557049,4,2341.387,729.114,644.103,5001.625
218844,200557049,200547230,4,3555.090,1181.072,1172.478,7624.218
218845,200554020,200557049,3,1177.145,308.971,217.417,2283.620
218845,200557049,200554020,3,1702.650,479.771,494.849,3187.611
218846,200549401,200557049,3,5035.452,1602.686,1590.250,10360.305
218846,200557049,200549401,3,3296.244,979.928,784.443,6833.721
218847,200554879,200560266,7,0.000,0.000,0.000,0.000
218847,200560266,200554879,7,0.000,0.000,0.000,0.000
218848,200549401,200554879,3,3296.244,979.928,784.443,6833.721
218848,200554879,200549401,3,5035.452,1602.686,1590.250,10360.305
218849,200554304,200559569,7,112.548,20.124,24.452,192.320
218849,200559569,200554304,7,119.426,21.548,25.111,204.171
218850,200554304,200554879,7,119.426,21.548,25.111,204.171
218850,200554879,200554304,7,112.548,20.124,24.452,192.320
218851,200552476,200560266,7,0.000,0.000,0.000,0.000
218851,200560266,200552476,7,0.000,0.000,0.000,0.000
218853,200075660,200557895,7,0.000,0.000,0.000,0.000
218853,200557895,200075660,7,0.000,0.000,0.000,0.000
218854,200557895,200559430,7,0.000,0.000,0.000,0.000
218854,200559430,200557895,7,0.000,0.000,0.000,0.000
218855,200550247,200552476,7,0.000,0.000,0.000,0.000
218855,200552476,200550247,7,0.000,0.000,0.000,0.000
218856,200071500,200555687,7,0.000,0.000,0.000,0.000
218856,200555687,200071500,7,0.000,0.000,0.000,0.000
218857,200550247,200561131,7,0.000,0.000,0.000,0.000
218857,200561131,200550247,7,0.000,0.000,0.000,0.000
218858,200551751,200557202,7,322.591,80.639,94.641,556.293
218858,200557202,200551751,7,321.076,69.663,58.148,562.018
218859,200550247,200552628,7,0.000,0.000,0.000,0.000
218859,200552628,200550247,7,0.000,0.000,0.000,0.000
218860,200553331,200557202,7,321.076,69.663,58.148,562.018
218860,200557202,200553331,7,322.591,80.639,94.641,556.293
218861,200553331,200554879,3,5052.378,1605.120,1593.843,10386.460
218861,200554879,200553331,3,3320.048,983.786,788.695,6871.727
218862,200553331,200557930,3,3268.934,974.172,792.285,6771.721
218862,200557930,200553331,3,4999.749,1584.530,1560.939,10292.179
218863,200551075,200557930,3,4999.749,1584.530,1560.939,10292.179
218863,200557930,200551075,3,3268.934,974.172,792.285,6771.721
218864,200551751,200556508,7,321.076,69.663,58.148,562.018
218864,200556508,200551751,7,322.591,80.639,94.641,556.293
218865,200547226,200556508,7,0.000,0.000,0.000,0.000
218865,200556508,200547226,7,0.000,0.000,0.000,0.000
218866,200547226,200550723,7,0.000,0.000,0.000,0.000
218866,200550723,200547226,7,0.000,0.000,0.000,0.000
218867,200556508,200558037,7,0.000,0.000,0.000,0.000
218867,200558037,200556508,7,0.000,0.000,0.000,0.000
218868,200551075,200559585,3,3268.934,974.172,792.285,6771.721
218868,200559585,200551075,3,4999.749,1584.530,1560.939,10292.179
218869,200551907,200559585,3,4999.749,1584.530,1560.939,10292.179
218869,200559585,200551907,3,3268.934,974.172,792.285,6771.721
218870,200551907,200558900,3,3268.934,974.172,792.285,6771.721
218870,200558900,200551907,3,4999.749,1584.530,1560.939,10292.179
218871,200557895,200561278,7,0.000,0.000,0.000,0.000
218871,200561278,200557895,7,0.000,0.000,0.000,0.000
218872,200081158,200553479,7,0.000,0.000,0.000,0.000
218872,200553479,200081158,7,0.000,0.000,0.000,0.000
218873,200068454,200559053,7,0.000,0.000,0.000,0.000
218873,200559053,200068454,7,0.000,0.000,0.000,0.000
218874,200550723,200557491,7,0.000,0.000,0.000,0.000
218874,200557491,200550723,7,0.000,0.000,0.000,0.000
218875,200078164,200558900,3,4999.749,1584.530,1560.939,10292.179
218875,200558900,200078164,3,3268.934,974.172,792.285,6771.721
218876,200078164,200556134,3,3268.934,974.172,792.285,6771.721
218876,200556134,200078164,3,0.000,0.000,0.000,0.000
218877,200078164,200557653,3,0.000,0.000,0.000,0.000
218877,200557653,200078164,3,4999.749,1584.530,1560.939,10292.179
218878,200548338,200552932,7,0.000,0.000,0.000,0.000
218878,200552932,200548338,7,0.000,0.000,0.000,0.000
218879,200549858,200557491,7,0.000,0.000,0.000,0.000
218879,200557491,200549858,7,0.000,0.000,0.000,0.000
218880,200547659,200556134,3,0.000,0.000,0.000,0.000
218880,200556134,200547659,3,3268.934,974.172,792.285,6771.721
218881,200067566,200550016,7,199.680,53.318,33.732,401.269
218881,200550016,200067566,7,214.239,60.764,85.076,400.335
218882,200550016,200552459,7,199.680,53.318,33.732,401.269
218882,200552459,200550016,7,214.239,60.764,85.076,400.335
218978,200550351,200558624,30,0.000,0.000,0.000,0.000
218978,200558624,200550351,30,0.000,0.000,0.000,0.000
218979,200554725,200559095,6,75.830,17.968,13.388,141.057
218979,200559095,200554725,6,96.658,23.569,28.592,165.577
218980,200557614,200559095,6,96.658,23.569,28.592,165.577
218980,200559095,200557614,6,75.830,17.968,13.388,141.057
218981,200553736,200557614,6,96.658,23.569,28.592,165.577
218981,200557614,200553736,6,75.830,17.968,13.388,141.057
218982,200550089,200551839,1,0.000,0.000,0.000,0.000
218982,200551839,200550089,1,8764.640,2652.637,2855.908,17896.034
218983,200077236,200550089,1,0.000,0.000,0.000,0.000
218983,200550089,200077236,1,8764.640,2652.637,2855.908,17896.034
218988,200078009,200556774,4,1571.439,473.381,395.788,3144.898
218988,200556774,200078009,4,198.011,56.309,61.138,384.954
218989,200077236,200078009,30,2142.457,720.472,670.669,4223.364
218989,200078009,200077236,30,0.000,0.000,0.000,0.000
218990,200548999,200556774,4,198.011,56.309,61.138,384.954
218990,200556774,200548999,4,1571.439,473.381,395.788,3144.898
218991,200556371,200561790,7,80.401,21.905,21.126,133.849
218991,200561790,200556371,7,82.249,19.377,15.252,143.738
218992,200554717,200559588,4,1842.941,606.236,562.384,3616.420
218992,200559588,200554717,4,1640.097,470.295,386.971,3271.068
218993,200551281,200559588,4,1640.097,470.295,386.971,3271.068
218993,200559588,200551281,4,1842.941,606.236,562.384,3616.420
218994,200551753,200561134,7,0.000,0.000,0.000,0.000
218994,200561134,200551753,7,0.000,0.000,0.000,0.000
218995,200555690,200561134,4,1571.439,473.381,395.788,3144.898
218995,200561134,200555690,4,198.011,56.309,61.138,384.954
218996,200078009,200556606,30,556.547,179.432,162.356,1106.840
218996,200556606,200078009,30,0.000,0.000,0.000,0.000
218997,200015993,200074628,4,548.483,135.103,122.242,1044.076
218997,200074628,200015993,4,393.746,139.639,134.983,770.497
218998,200547724,200555015,5,430.433,98.803,76.401,801.662
218998,200555015,200547724,5,412.113,139.195,132.731,805.213
218999,200547724,200548051,5,412.113,139.195,132.731,805.213
218999,200548051,200547724,5,430.433,98.803,76.401,801.662
219001,200549558,200556664,7,0.000,0.000,0.000,0.000
219001,200556664,200549558,7,0.000,0.000,0.000,0.000
219002,200547369,200549558,7,0.000,0.000,0.000,0.000
219002,200549558,200547369,7,0.000,0.000,0.000,0.000
219003,200549558,200557667,7,0.000,0.000,0.000,0.000
219003,200557667,200549558,7,0.000,0.000,0.000,0.000
219004,200548880,200554329,7,0.000,0.000,0.000,0.000
219004,200554329,200548880,7,0.000,0.000,0.000,0.000
219005,200548880,200552778,5,180.340,49.031,50.789,325.571
219005,200552778,200548880,5,167.514,41.548,27.764,331.478
219007,200550560,200553053,7,50.520,10.676,13.493,93.031
219007,200553053,200550560,7,44.927,12.743,8.626,87.642
219008,200559054,200559729,7,0.078,0.003,0.004,0.113
219008,200559729,200559054,7,0.685,0.066,1.182,2.166
219009,200068221,200559729,5,180.864,49.089,50.963,326.523
219009,200559729,200068221,5,167.430,41.544,26.759,330.377
219014,200068221,200553766,4,199.378,51.092,43.027,398.308
219014,200553766,200068221,4,3959.471,1351.140,1288.530,8718.620
219016,200549032,200553053,7,44.927,12.743,8.626,87.642
219016,200553053,200549032,7,50.520,10.676,13.493,93.031
219017,200548561,200553766,4,3959.471,1351.140,1288.530,8718.620
219017,200553766,200548561,4,199.378,51.092,43.027,398.308
219018,200556596,200556653,1,4712.130,1287.136,1596.895,9471.420
219018,200556653,200556596,1,0.000,0.000,0.000,0.000
219020,200559054,200559882,7,0.000,0.000,0.000,0.000
219020,200559882,200559054,7,0.000,0.000,0.000,0.000
219021,200017278,200068221,30,44.376,10.451,19.382,88.171
219021,200068221,200017278,30,0.000,0.000,0.000,0.000
219022,200549032,200553116,7,50.520,10.676,13.493,93.031
219022,200553116,200549032,7,44.927,12.743,8.626,87.642
219023,200549704,200561413,7,25.696,5.418,2.920,45.464
219023,200561413,200549704,7,23.637,10.787,5.327,43.176
219024,200078898,200551994,1,4928.807,1334.023,1673.363,9900.180
219024,200551994,200078898,1,0.000,0.000,0.000,0.000
219025,200553385,200561413,7,23.637,10.787,5.327,43.176
219025,200561413,200553385,7,25.696,5.418,2.920,45.464
219026,200558796,200560951,3,3164.646,912.496,705.161,6527.196
219026,200560951,200558796,3,4935.785,1574.278,1590.805,10078.721
219027,200551649,200559631,7,0.000,0.000,0.000,0.000
219027,200559631,200551649,7,0.000,0.000,0.000,0.000
219028,200549601,200558796,7,581.595,126.891,134.105,1118.968
219028,200558796,200549601,7,607.359,170.870,199.750,1150.969
219029,200068883,200551121,7,17.882,3.725,3.165,40.096
219029,200551121,200068883,7,20.435,4.392,4.204,35.644
219030,200550297,200558232,7,0.000,0.000,0.000,0.000
219030,200558232,200550297,7,0.000,0.000,0.000,0.000
219031,200549601,200560830,7,0.000,0.000,0.000,0.000
219031,200560830,200549601,7,0.000,0.000,0.000,0.000
219032,200550438,200559773,7,0.000,0.000,0.000,0.000
219032,200559773,200550438,7,0.000,0.000,0.000,0.000
219033,200553378,200555879,7,133.619,25.408,21.285,234.492
219033,200555879,200553378,7,133.433,38.153,36.554,239.880
219034,200556560,200561327,7,0.000,0.000,0.000,0.000
219034,200561327,200556560,7,0.000,0.000,0.000,0.000
219035,200551957,200560766,7,0.000,0.000,0.000,0.000
219035,200560766,200551957,7,0.000,0.000,0.000,0.000
219036,200550438,200560766,7,63.440,17.265,15.186,141.553
219036,200560766,200550438,7,65.250,21.240,28.699,135.810
219037,200561327,200561409,7,0.000,0.000,0.000,0.000
219037,200561409,200561327,7,0.000,0.000,0.000,0.000
219038,200554376,200560830,7,0.000,0.000,0.000,0.000
219038,200560830,200554376,7,0.000,0.000,0.000,0.000
219039,200555879,200561409,7,0.000,0.000,0.000,0.000
219039,200561409,200555879,7,0.000,0.000,0.000,0.000
219040,200552676,200555191,7,0.000,0.000,0.000,0.000
219040,200555191,200552676,7,0.000,0.000,0.000,0.000
219041,200551272,200555879,7,133.433,38.153,36.554,239.880
219041,200555879,200551272,7,133.619,25.408,21.285,234.492
219042,200555191,200556708,5,45.179,11.543,11.507,82.384
219042,200556708,200555191,5,98.491,31.187,25.825,227.700
219043,200552824,200556708,7,130.500,24.401,17.277,226.339
219043,200556708,200552824,7,130.305,37.145,34.545,231.727
219044,200547272,200552824,7,0.000,0.000,0.000,0.000
219044,200552824,200547272,7,0.000,0.000,0.000,0.000
219045,200547421,200560466,5,120.045,38.853,32.751,280.968
219045,200560466,200547421,5,74.642,18.318,24.024,139.356
219046,200551272,200552824,7,130.500,24.401,17.277,226.339
219046,200552824,200551272,7,130.305,37.145,34.545,231.727
219047,200551121,200557373,7,63.440,17.265,15.186,141.553
219047,200557373,200551121,7,65.250,21.240,28.699,135.810
219048,200550438,200557373,7,65.250,21.240,28.699,135.810
219048,200557373,200550438,7,63.440,17.265,15.186,141.553
219049,200550594,200557323,5,249.853,73.233,61.086,560.341
219049,200557323,200550594,5,216.459,79.613,75.052,418.070
219050,200550594,200560466,5,74.642,18.318,24.024,139.356
219050,200560466,200550594,5,120.045,38.853,32.751,280.968
219051,200550594,200560632,7,0.000,0.000,0.000,0.000
219051,200560632,200550594,7,0.000,0.000,0.000,0.000
219052,200556035,200561409,7,0.000,0.000,0.000,0.000
219052,200561409,200556035,7,0.000,0.000,0.000,0.000
219053,200548251,200555816,5,494.853,178.899,166.178,1192.296
219053,200555816,200548251,5,243.717,99.449,94.690,530.139
219054,200552112,200553670,7,0.000,0.000,0.000,0.000
219054,200553670,200552112,7,0.000,0.000,0.000,0.000
219055,200551414,200560775,7,0.000,0.000,0.000,0.000
219055,200560775,200551414,7,0.000,0.000,0.000,0.000
219056,200547421,200556854,5,29.464,6.774,12.517,56.971
219056,200556854,200547421,5,21.554,7.666,6.926,53.268
219057,200556854,200560775,7,67.582,23.124,18.470,124.886
219057,200560775,200556854,7,33.797,11.870,6.002,76.121
219058,200547566,200548251,7,0.000,0.000,0.000,0.000
219058,200548251,200547566,7,0.000,0.000,0.000,0.000
219059,200552984,200560830,7,0.000,0.000,0.000,0.000
219059,200560830,200552984,7,0.000,0.000,0.000,0.000
219060,200549069,200556035,7,0.000,0.000,0.000,0.000
219060,200556035,200549069,7,0.000,0.000,0.000,0.000
219061,200551272,200554519,7,3.119,1.007,4.008,8.153
219061,200554519,200551272,7,3.127,1.008,2.009,8.153
219062,200549069,200554519,7,0.000,0.000,0.000,0.000
219062,200554519,200549069,7,0.000,0.000,0.000,0.000
219063,200554519,200561590,7,0.000,0.000,0.000,0.000
219063,200561590,200554519,7,0.000,0.000,0.000,0.000
219064,200547566,200552277,7,0.000,0.000,0.000,0.000
219064,200552277,200547566,7,0.000,0.000,0.000,0.000
219065,200550594,200557702,5,157.006,62.302,51.036,300.724
219065,200557702,200550594,5,144.997,35.385,28.343,301.383
219066,200548386,200556708,5,171.115,55.793,47.284,350.275
219066,200556708,200548386,5,117.996,23.405,15.698,199.571
219067,200552984,200553813,7,0.000,0.000,0.000,0.000
219067,200553813,200552984,7,0.000,0.000,0.000,0.000
219068,200559234,200560951,3,4920.157,1570.783,1588.431,10046.194
219068,200560951,200559234,3,3144.602,907.479,699.965,6494.519
219069,200549601,200549905,7,138.936,61.002,55.998,286.570
219069,200549905,200549601,7,135.738,25.780,29.571,274.517
219070,200549905,200553813,7,0.000,0.000,0.000,0.000
219070,200553813,200549905,7,0.000,0.000,0.000,0.000
219071,200549905,200555339,7,138.936,61.002,55.998,286.570
219071,200555339,200549905,7,135.738,25.780,29.571,274.517
219072,200547711,200555339,7,0.000,0.000,0.000,0.000
219072,200555339,200547711,7,0.000,0.000,0.000,0.000
219168,200550024,200553385,7,23.637,10.787,5.327,43.176
219168,200553385,200550024,7,25.696,5.418,2.920,45.464
219169,200551994,200553567,1,4928.807,1334.023,1673.363,9900.180
219169,200553567,200551994,1,0.000,0.000,0.000,0.000
219170,200553116,200559087,4,2609.714,864.274,780.057,5593.681
219170,200559087,200553116,4,4114.292,1388.815,1346.461,9029.274
219173,200547524,200550763,5,720.626,248.144,215.024,1712.985
219173,200550763,200547524,5,429.750,175.562,176.996,899.985
219175,200068083,200552865,1,0.000,0.000,0.000,0.000
219175,200552865,200068083,1,4928.807,1334.023,1673.363,9900.180
219177,200547524,200560088,5,393.854,173.773,162.121,844.129
219177,200560088,200547524,5,683.834,247.497,209.399,1654.205
219179,200550477,200559815,5,487.648,187.894,161.668,1195.422
219179,200559815,200550477,5,231.062,107.788,100.425,527.617
219180,200548341,200557656,7,0.000,0.000,0.000,0.000
219180,200557656,200548341,7,0.000,0.000,0.000,0.000
219181,200553769,200557656,5,231.062,107.788,100.425,527.617
219181,200557656,200553769,5,487.648,187.894,161.668,1195.422
219182,200553769,200560088,5,683.834,247.497,209.399,1654.205
219182,200560088,200553769,5,393.854,173.773,162.121,844.129
219183,200553769,200557480,5,216.459,79.613,75.052,418.070
219183,200557480,200553769,5,249.853,73.233,61.086,560.341
219184,200549167,200557480,5,249.853,73.233,61.086,560.341
219184,200557480,200549167,5,216.459,79.613,75.052,418.070
219185,200548239,200549167,5,249.853,73.233,61.086,560.341
219185,200549167,200548239,5,216.459,79.613,75.052,418.070
219186,200548239,200556893,5,216.459,79.613,75.052,418.070
219186,200556893,200548239,5,249.853,73.233,61.086,560.341
219187,200549746,200561278,5,460.948,174.836,153.491,1142.396
219187,200561278,200549746,5,211.623,99.361,95.516,474.497
219188,200549746,200555183,7,0.000,0.000,0.000,0.000
219188,200555183,200549746,7,0.000,0.000,0.000,0.000
219189,200549746,200560625,5,211.623,99.361,95.516,474.497
219189,200560625,200549746,5,460.948,174.836,153.491,1142.396
219190,200551262,200560625,7,0.000,0.000,0.000,0.000
219190,200560625,200551262,7,0.000,0.000,0.000,0.000
219191,200552615,200561292,5,243.717,99.449,94.690,530.139
219191,200561292,200552615,5,494.853,178.899,166.178,1192.296
219192,200552615,200554515,7,65.250,21.240,28.699,135.810
219192,200554515,200552615,7,63.440,17.265,15.186,141.553
219193,200554515,200559609,7,65.250,21.240,28.699,135.810
219193,200559609,200554515,7,63.440,17.265,15.186,141.553
219194,200552575,200553513,1,3013.869,780.955,1186.087,5494.747
219194,200553513,200552575,1,0.000,0.000,0.000,0.000
219195,200548201,200561292,5,494.853,178.899,166.178,1192.296
219195,200561292,200548201,5,243.717,99.449,94.690,530.139
219196,200548716,200555919,1,0.000,0.000,0.000,0.000
219196,200555919,200548716,1,4928.807,1334.023,1673.363,9900.180
219197,200556893,200557323,5,216.459,79.613,75.052,418.070
219197,200557323,200556893,5,249.853,73.233,61.086,560.341
219198,200552575,200557178,1,0.000,0.000,0.000,0.000
219198,200557178,200552575,1,3013.869,780.955,1186.087,5494.747
219199,200548555,200548716,1,0.000,0.000,0.000,0.000
219199,200548716,200548555,1,4928.807,1334.023,1673.363,9900.180
219200,200548201,200555816,5,243.717,99.449,94.690,530.139
219200,200555816,200548201,5,494.853,178.899,166.178,1192.296
219201,200548555,200559125,1,4928.807,1334.023,1673.363,9900.180
219201,200559125,200548555,1,0.000,0.000,0.000,0.000
219202,200547695,200549694,7,88.654,40.309,29.023,237.865
219202,200549694,200547695,7,111.016,48.546,47.038,252.796
219203,200557694,200561582,7,0.000,0.000,0.000,0.000
219203,200561582,200557694,7,0.000,0.000,0.000,0.000
219204,200548376,200552268,7,0.000,0.000,0.000,0.000
219204,200552268,200548376,7,0.000,0.000,0.000,0.000
219205,200559125,200559964,1,4928.807,1334.023,1673.363,9900.180
219205,200559964,200559125,1,0.000,0.000,0.000,0.000
219206,200551344,200551588,4,336.196,89.244,104.436,607.961
219206,200551588,200551344,4,505.057,145.639,124.686,1046.494
219207,200549200,200554670,7,181.105,50.027,58.032,328.304
219207,200554670,200549200,7,186.581,41.431,30.728,337.433
219208,200550096,200559964,1,0.000,0.000,0.000,0.000
219208,200559964,200550096,1,4928.807,1334.023,1673.363,9900.180
219209,200016122,200550096,1,0.000,0.000,0.000,0.000
219209,200550096,200016122,1,4928.807,1334.023,1673.363,9900.180
219210,200072188,200561489,30,0.000,0.000,0.000,0.000
219210,200561489,200072188,30,0.000,0.000,0.000,0.000
219211,200549379,200554901,1,2809.048,696.987,1154.685,5457.883
219211,200554901,200549379,1,0.000,0.000,0.000,0.000
219212,200079181,200561489,30,0.000,0.000,0.000,0.000
219212,200561489,200079181,30,0.000,0.000,0.000,0.000
219214,200554901,200560298,1,2809.048,696.987,1154.685,5457.883
219214,200560298,200554901,1,0.000,0.000,0.000,0.000
219215,200549389,200557034,1,3013.869,780.955,1186.087,5494.747
219215,200557034,200549389,1,0.000,0.000,0.000,0.000
219216,200554488,200556820,7,0.000,0.000,0.000,0.000
219216,200556820,200554488,7,0.000,0.000,0.000,0.000
219217,200556820,200559890,7,0.000,0.000,0.000,0.000
219217,200559890,200556820,7,0.000,0.000,0.000,0.000
219218,200554488,200559890,7,0.000,0.000,0.000,0.000
219218,200559890,200554488,7,0.000,0.000,0.000,0.000
219219,200547537,200560328,7,0.000,0.000,0.000,0.000
219219,200560328,200547537,7,0.000,0.000,0.000,0.000
219220,200553778,200556417,7,4.341,2.430,0.207,9.366
219220,200556417,200553778,7,3.954,2.510,2.307,9.788
219221,200547127,200549716,7,3.054,3.076,6.635,12.836
219221,200549716,200547127,7,4.187,2.104,2.792,12.976
219222,200552539,200558358,5,167.259,49.545,55.814,298.517
219222,200558358,200552539,5,151.896,40.587,30.076,294.260
219223,200556417,200557948,7,0.000,0.000,0.000,0.000
219223,200557948,200556417,7,0.000,0.000,0.000,0.000
219224,200556004,200559356,3,1027.414,286.899,192.632,1993.131
219224,200559356,200556004,3,1526.211,429.987,437.384,2893.295
219225,200558358,200561678,7,112.227,37.435,34.574,202.631
219225,200561678,200558358,7,105.049,22.049,16.687,203.155
219226,200547127,200558807,7,4.187,2.104,2.792,12.976
219226,200558807,200547127,7,3.054,3.076,6.635,12.836
219227,200559356,200561348,3,1027.414,286.899,192.632,1993.131
219227,200561348,200559356,3,1526.211,429.987,437.384,2893.295
219228,200554925,200561678,7,105.049,22.049,16.687,203.155
219228,200561678,200554925,7,112.227,37.435,34.574,202.631
219229,200547813,200552539,5,167.256,49.545,55.814,298.514
219229,200552539,200547813,5,151.909,40.588,30.077,294.275
219230,200558097,200559356,7,0.000,0.000,0.000,0.000
219230,200559356,200558097,7,0.000,0.000,0.000,0.000
219231,200548785,200561348,3,1526.211,429.987,437.384,2893.295
219231,200561348,200548785,3,1027.414,286.899,192.632,1993.131
219232,200550304,200551857,7,0.685,0.066,1.182,2.166
219232,200551857,200550304,7,0.078,0.003,0.004,0.113
219233,200548785,200555739,3,1027.414,286.899,192.632,1993.131
219233,200555739,200548785,3,1526.211,429.987,437.384,2893.295
