id,From_Node,To_Node,FACTYPE,am_vol,md_vol,pm_vol,day_vol
217691,200558627,200547935,3,1575.181,467.624,396.785,3008.532
217692,200558773,200560798,5,639.520,146.749,96.131,1326.358
217692,200560798,200558773,5,425.470,133.491,106.938,809.873
217693,200549423,200559599,7,0.000,0.000,0.000,0.000
217693,200559599,200549423,7,0.000,0.000,0.000,0.000
217694,200554896,200561808,7,0.000,0.000,0.000,0.000
217694,200561808,200554896,7,0.000,0.000,0.000,0.000
217695,200551028,200552358,5,0.000,0.000,0.000,0.000
217695,200552358,200551028,5,488.085,136.644,149.337,962.394
217698,200552704,200558061,7,0.000,0.000,0.000,0.000
217698,200558061,200552704,7,0.000,0.000,0.000,0.000
217699,200549423,200558061,7,0.000,0.000,0.000,0.000
217699,200558061,200549423,7,0.000,0.000,0.000,0.000
217700,200548749,200558773,5,639.520,146.749,96.131,1326.358
217700,200558773,200548749,5,425.470,133.491,106.938,809.873
217701,200548749,200557072,7,0.000,0.000,0.000,0.000
217701,200557072,200548749,7,0.000,0.000,0.000,0.000
217702,200548919,200559080,5,337.736,119.305,79.005,659.295
217702,200559080,200548919,5,390.835,103.753,79.619,763.102
217704,200550270,200556723,7,0.000,0.000,0.000,0.000
217704,200556723,200550270,7,0.000,0.000,0.000,0.000
217705,200550270,200552358,7,43.514,8.435,6.660,74.360
217705,200552358,200550270,7,17.313,2.651,3.060,33.068
217706,200553600,200555707,7,0.000,0.000,0.000,0.000
217706,200555707,200553600,7,0.000,0.000,0.000,0.000
217707,200547935,200561160,5,1309.395,383.861,359.486,2420.321
217707,200561160,200547935,5,1385.391,362.739,275.225,2628.999
217708,200551028,200551772,5,488.085,136.644,149.337,962.394
217708,200551772,200551028,5,0.000,0.000,0.000,0.000
217709,200551772,200553075,7,0.000,0.000,0.000,0.000
217709,200553075,200551772,7,0.000,0.000,0.000,0.000
217710,200547935,200558996,3,1195.943,351.318,261.174,2371.236
217710,200558996,200547935,3,1692.449,483.312,443.616,3243.431
217711,200549579,200553075,7,0.000,0.000,0.000,0.000
217711,200553075,200549579,7,0.000,0.000,0.000,0.000
217712,200556449,200560452,7,0.000,0.000,0.000,0.000
217712,200560452,200556449,7,0.000,0.000,0.000,0.000
217713,200556531,200558061,7,0.000,0.000,0.000,0.000
217713,200558061,200556531,7,0.000,0.000,0.000,0.000
217714,200547247,200554046,7,0.000,0.000,0.000,0.000
217714,200554046,200547247,7,0.000,0.000,0.000,0.000
217715,200069980,200559751,5,0.000,0.000,0.000,0.000
217715,200559751,200069980,5,31.324,5.526,4.029,62.117
217716,200069980,200551772,5,0.000,0.000,0.000,0.000
217716,200551772,200069980,5,488.085,136.644,149.337,962.394
217717,200548749,200555851,5,425.470,133.491,106.938,809.873
217717,200555851,200548749,5,639.520,146.749,96.131,1326.358
217868,200558061,200561305,7,0.000,0.000,0.000,0.000
217868,200561305,200558061,7,0.000,0.000,0.000,0.000
217869,200551930,200555851,5,639.520,146.749,96.131,1326.358
217869,200555851,200551930,5,425.470,133.491,106.938,809.873
217870,200550270,200551930,7,17.313,2.651,3.060,33.068
217870,200551930,200550270,7,43.514,8.435,6.660,74.360
217871,200551930,200557367,5,31.324,5.526,4.029,62.117
217871,200557367,200551930,5,0.000,0.000,0.000,0.000
217872,200550270,200557367,7,0.000,0.000,0.000,0.000
217872,200557367,200550270,7,0.000,0.000,0.000,0.000
217873,200557367,200559751,5,31.324,5.526,4.029,62.117
217873,200559751,200557367,5,0.000,0.000,0.000,0.000
217874,200553505,200560452,7,0.000,0.000,0.000,0.000
217874,200560452,200553505,7,0.000,0.000,0.000,0.000
217875,200549423,200560603,7,0.000,0.000,0.000,0.000
217875,200560603,200549423,7,0.000,0.000,0.000,0.000
217876,200550109,200560603,7,0.000,0.000,0.000,0.000
217876,200560603,200550109,7,0.000,0.000,0.000,0.000
217877,200548749,200556687,7,0.000,0.000,0.000,0.000
217877,200556687,200548749,7,0.000,0.000,0.000,0.000
217878,200547389,200561160,5,1385.391,362.739,275.225,2628.999
217878,200561160,200547389,5,1309.395,383.861,359.486,2420.321
217879,200547389,200552804,7,0.000,0.000,0.000,0.000
217879,200552804,200547389,7,0.000,0.000,0.000,0.000
217880,200548906,200557768,7,136.405,29.294,22.747,295.582
217880,200557768,200548906,7,92.793,12.232,16.257,177.752
217881,200554349,200558773,7,0.000,0.000,0.000,0.000
217881,200558773,200554349,7,0.000,0.000,0.000,0.000
217882,200548906,200561431,6,84.265,9.418,12.227,161.522
217882,200561431,200548906,6,129.071,30.466,19.905,279.190
217883,200552085,200561289,7,0.000,0.000,0.000,0.000
217883,200561289,200552085,7,0.000,0.000,0.000,0.000
217884,200558321,200561431,7,130.131,29.127,17.682,279.263
217884,200561431,200558321,7,84.570,8.410,10.518,161.463
217885,200547389,200548222,5,1309.395,383.861,359.486,2420.321
217885,200548222,200547389,5,1385.391,362.739,275.225,2628.999
217886,200548690,200558321,7,130.131,29.127,17.682,279.263
217886,200558321,200548690,7,84.570,8.410,10.518,161.463
217887,200069980,200559072,5,519.409,142.170,153.366,1024.511
217887,200559072,200069980,5,0.000,0.000,0.000,0.000
217888,200547543,200555166,7,0.000,0.000,0.000,0.000
217888,200555166,200547543,7,0.000,0.000,0.000,0.000
217889,200555166,200559072,7,195.410,39.610,32.236,396.533
217889,200559072,200555166,7,247.041,43.065,36.019,499.444
217890,200552961,200555166,7,195.410,39.610,32.236,396.533
217890,200555166,200552961,7,247.041,43.065,36.019,499.444
217891,200548690,200558369,7,84.570,8.410,10.518,161.463
217891,200558369,200548690,7,130.131,29.127,17.682,279.263
217892,200549046,200552961,7,195.410,39.610,32.236,396.533
217892,200552961,200549046,7,247.041,43.065,36.019,499.444
217893,200548919,200554497,7,193.696,45.717,54.534,347.399
217893,200554497,200548919,7,188.598,43.173,26.085,345.533
217894,200552085,200554497,7,0.000,0.000,0.000,0.000
217894,200554497,200552085,7,0.000,0.000,0.000,0.000
217895,200549046,200558369,7,126.710,32.248,18.816,278.747
217895,200558369,200549046,7,84.466,10.456,8.082,161.089
217896,200550566,200560448,7,0.000,0.000,0.000,0.000
217896,200560448,200550566,7,0.000,0.000,0.000,0.000
217897,200555707,200556013,7,0.000,0.000,0.000,0.000
217897,200556013,200555707,7,0.000,0.000,0.000,0.000
217898,200548361,200561808,7,112.023,31.239,28.881,216.315
217898,200561808,200548361,7,113.625,32.380,27.566,215.714
217899,200550566,200553788,7,0.000,0.000,0.000,0.000
217899,200553788,200550566,7,0.000,0.000,0.000,0.000
217900,200556531,200559214,7,0.000,0.000,0.000,0.000
217900,200559214,200556531,7,0.000,0.000,0.000,0.000
217901,200559214,200560603,7,0.000,0.000,0.000,0.000
217901,200560603,200559214,7,0.000,0.000,0.000,0.000
217902,200548361,200553788,7,205.717,72.725,64.945,383.612
217902,200553788,200548361,7,197.893,41.421,25.721,386.647
217903,200552115,200558996,3,1692.449,483.312,443.616,3243.431
217903,200558996,200552115,3,1195.943,351.318,261.174,2371.236
217905,200555502,200556531,7,0.000,0.000,0.000,0.000
217905,200556531,200555502,7,0.000,0.000,0.000,0.000
217906,200555502,200559214,7,0.000,0.000,0.000,0.000
217906,200559214,200555502,7,0.000,0.000,0.000,0.000
217907,200556687,200556828,7,0.000,0.000,0.000,0.000
217907,200556828,200556687,7,0.000,0.000,0.000,0.000
217908,200548222,200554651,7,741.345,194.106,180.726,1357.575
217908,200554651,200548222,7,761.413,217.829,183.977,1351.059
217909,200550706,200552115,3,1692.449,483.312,443.616,3243.431
217909,200552115,200550706,3,1195.943,351.318,261.174,2371.236
217910,200556828,200557678,7,0.000,0.000,0.000,0.000
217910,200557678,200556828,7,0.000,0.000,0.000,0.000
217911,200550012,200554375,7,0.000,0.000,0.000,0.000
217911,200554375,200550012,7,0.000,0.000,0.000,0.000
217912,200550012,200557678,7,0.000,0.000,0.000,0.000
217912,200557678,200550012,7,0.000,0.000,0.000,0.000
217913,200548222,200555474,5,894.519,270.397,238.108,1625.889
217913,200555474,200548222,5,950.448,225.552,150.596,1841.082
217914,200551930,200560891,6,442.783,136.142,109.998,842.941
217914,200560891,200551930,6,714.358,160.709,106.821,1462.835
217915,200551534,200555851,7,0.000,0.000,0.000,0.000
217915,200555851,200551534,7,0.000,0.000,0.000,0.000
218067,200551534,200560891,7,0.000,0.000,0.000,0.000
218067,200560891,200551534,7,0.000,0.000,0.000,0.000
218068,200551534,200557678,7,0.000,0.000,0.000,0.000
218068,200557678,200551534,7,0.000,0.000,0.000,0.000
218070,200548353,200550706,3,1692.449,483.312,443.616,3243.431
218070,200550706,200548353,3,1195.943,351.318,261.174,2371.236
218071,200553781,200559072,5,21.524,4.077,1.389,39.593
218071,200559072,200553781,5,489.303,142.792,150.973,961.193
218072,200553781,200559206,7,65.425,8.817,12.335,95.269
218072,200559206,200553781,7,63.098,12.187,4.961,95.797
218073,200552209,200558369,7,1.021,0.001,0.001,1.826
218073,200558369,200552209,7,1.019,0.001,1.001,2.326
218074,200552067,200560745,7,0.000,0.000,0.000,0.000
218074,200560745,200552067,7,0.000,0.000,0.000,0.000
218075,200548353,200558512,3,1195.943,351.318,261.174,2371.236
218075,200558512,200548353,3,1692.449,483.312,443.616,3243.431
218076,200549175,200552067,7,0.000,0.000,0.000,0.000
218076,200552067,200549175,7,0.000,0.000,0.000,0.000
218077,200549175,200554642,7,0.000,0.000,0.000,0.000
218077,200554642,200549175,7,0.000,0.000,0.000,0.000
218078,200558512,200560042,3,1195.943,351.318,261.174,2371.236
218078,200560042,200558512,3,1692.449,483.312,443.616,3243.431
218079,200549175,200556149,7,0.000,0.000,0.000,0.000
218079,200556149,200549175,7,0.000,0.000,0.000,0.000
218080,200549175,200561562,7,0.000,0.000,0.000,0.000
218080,200561562,200549175,7,0.000,0.000,0.000,0.000
218081,200552241,200561562,7,0.000,0.000,0.000,0.000
218081,200561562,200552241,7,0.000,0.000,0.000,0.000
218082,200561562,200561597,7,0.000,0.000,0.000,0.000
218082,200561597,200561562,7,0.000,0.000,0.000,0.000
218083,200550006,200560042,3,1692.449,483.312,443.616,3243.431
218083,200560042,200550006,3,1195.943,351.318,261.174,2371.236
218084,200553781,200555462,5,498.126,147.157,144.641,978.452
218084,200555462,200553781,5,32.674,5.071,2.431,56.324
218085,200555462,200560882,7,155.626,30.642,25.490,298.463
218085,200560882,200555462,7,3.219,0.030,0.036,5.807
218086,200551527,200560882,7,3.219,0.030,0.036,5.807
218086,200560882,200551527,7,155.626,30.642,25.490,298.463
218087,200547435,200561597,7,0.000,0.000,0.000,0.000
218087,200561597,200547435,7,0.000,0.000,0.000,0.000
218088,200547435,200560891,6,471.499,110.832,81.511,886.384
218088,200560891,200547435,6,153.009,22.803,15.133,286.499
218089,200547435,200551527,7,3.219,0.030,0.036,5.807
218089,200551527,200547435,7,155.626,30.642,25.490,298.463
218090,200547676,200548906,7,15.480,1.482,4.484,29.906
218090,200548906,200547676,7,16.674,5.468,5.671,29.745
218091,200548361,200553115,7,310.332,72.789,52.273,599.133
218091,200553115,200548361,7,316.553,102.952,92.812,596.698
218092,200549046,200550335,7,288.678,40.314,34.351,582.604
218092,200550335,200549046,7,279.291,58.652,41.303,597.350
218093,200553115,200555409,7,0.000,0.000,0.000,0.000
218093,200555409,200553115,7,0.000,0.000,0.000,0.000
218094,200548051,200561217,5,412.113,139.195,132.731,805.213
218094,200561217,200548051,5,430.433,98.803,76.401,801.662
218095,200548498,200550006,3,1767.539,502.567,461.030,3377.635
218095,200550006,200548498,3,1257.436,362.381,281.327,2490.552
218096,200558549,200560745,7,0.000,0.000,0.000,0.000
218096,200560745,200558549,7,0.000,0.000,0.000,0.000
218097,200550006,200551963,6,75.090,19.255,17.414,134.204
218097,200551963,200550006,6,61.493,11.063,20.153,119.315
218098,200553788,200556538,7,0.025,0.001,0.001,0.030
218098,200556538,200553788,7,0.023,0.001,0.001,0.030
218100,200548498,200551350,3,1257.436,362.381,281.327,2490.552
218100,200551350,200548498,3,1767.539,502.567,461.030,3377.635
218101,200558549,200558666,7,0.000,0.000,0.000,0.000
218101,200558666,200558549,7,0.000,0.000,0.000,0.000
218102,200549329,200556149,7,0.000,0.000,0.000,0.000
218102,200556149,200549329,7,0.000,0.000,0.000,0.000
218103,200549329,200554804,7,0.000,0.000,0.000,0.000
218103,200554804,200549329,7,0.000,0.000,0.000,0.000
218104,200547143,200555474,5,450.806,99.206,76.160,859.592
218104,200555474,200547143,5,464.684,140.914,108.683,850.961
218105,200550263,200561562,7,0.000,0.000,0.000,0.000
218105,200561562,200550263,7,0.000,0.000,0.000,0.000
218106,200557963,200560954,7,27.241,9.038,6.952,48.156
218106,200560954,200557963,7,28.315,2.294,3.198,45.562
218107,200557963,200561217,5,430.433,98.803,76.401,801.662
218107,200561217,200557963,5,412.113,139.195,132.731,805.213
218108,200547143,200548645,5,464.684,140.914,108.683,850.961
218108,200548645,200547143,5,450.806,99.206,76.160,859.592
218109,200551527,200554095,7,0.000,0.000,0.000,0.000
218109,200554095,200551527,7,0.000,0.000,0.000,0.000
218110,200554095,200559507,7,0.000,0.000,0.000,0.000
218110,200559507,200554095,7,0.000,0.000,0.000,0.000
218111,200550167,200558666,7,0.000,0.000,0.000,0.000
218111,200558666,200550167,7,0.000,0.000,0.000,0.000
218112,200550167,200555605,7,0.000,0.000,0.000,0.000
218112,200555605,200550167,7,0.000,0.000,0.000,0.000
218113,200547980,200551963,6,61.493,11.063,20.153,119.315
218113,200551963,200547980,6,75.090,19.255,17.414,134.204
218260,200553402,200558820,7,0.000,0.000,0.000,0.000
218260,200558820,200553402,7,0.000,0.000,0.000,0.000
218261,200548645,200553402,5,311.799,84.271,78.150,552.160
218261,200553402,200548645,5,318.149,60.366,49.284,571.550
218262,200551350,200554940,3,1257.436,362.381,281.327,2490.552
218262,200554940,200551350,3,1767.539,502.567,461.030,3377.635
218263,200549329,200560346,7,0.000,0.000,0.000,0.000
218263,200560346,200549329,7,0.000,0.000,0.000,0.000
218264,200547980,200548799,6,75.090,19.255,17.414,134.204
218264,200548799,200547980,6,61.493,11.063,20.153,119.315
218265,200550326,200559653,7,0.000,0.000,0.000,0.000
218265,200559653,200550326,7,0.000,0.000,0.000,0.000
218266,200550263,200559653,7,0.000,0.000,0.000,0.000
218266,200559653,200550263,7,0.000,0.000,0.000,0.000
218267,200554940,200555752,3,1257.436,362.381,281.327,2490.552
218267,200555752,200554940,3,1767.539,502.567,461.030,3377.635
218268,200553115,200557267,7,310.332,72.789,52.273,599.133
218268,200557267,200553115,7,316.553,102.952,92.812,596.698
218269,200555074,200560346,7,0.000,0.000,0.000,0.000
218269,200560346,200555074,7,0.000,0.000,0.000,0.000
218270,200550167,200555074,7,0.000,0.000,0.000,0.000
218270,200555074,200550167,7,0.000,0.000,0.000,0.000
218271,200555752,200560498,3,1257.436,362.381,281.327,2490.552
218271,200560498,200555752,3,1767.539,502.567,461.030,3377.635
218272,200548799,200551140,6,75.090,19.255,17.414,134.204
218272,200551140,200548799,6,61.493,11.063,20.153,119.315
218273,200555752,200556585,7,0.000,0.000,0.000,0.000
218273,200556585,200555752,7,0.000,0.000,0.000,0.000
218274,200551142,200555462,5,29.455,5.041,2.395,50.517
218274,200555462,200551142,5,342.500,116.515,119.151,679.988
218275,200553402,200558363,5,311.799,84.271,78.150,552.160
218275,200558363,200553402,5,318.149,60.366,49.284,571.550
218276,200551963,200555905,7,0.000,0.000,0.000,0.000
218276,200555905,200551963,7,0.000,0.000,0.000,0.000
218277,200547980,200555905,7,0.000,0.000,0.000,0.000
218277,200555905,200547980,7,0.000,0.000,0.000,0.000
218278,200557267,200558722,7,0.000,0.000,0.000,0.000
218278,200558722,200557267,7,0.000,0.000,0.000,0.000
218279,200551140,200551977,6,75.090,19.255,17.414,134.204
218279,200551977,200551140,6,61.493,11.063,20.153,119.315
218282,200547435,200548116,6,149.790,22.773,15.097,280.692
218282,200548116,200547435,6,315.873,80.191,56.021,587.921
218283,200553553,200555074,7,0.000,0.000,0.000,0.000
218283,200555074,200553553,7,0.000,0.000,0.000,0.000
218284,200558974,200559653,7,0.000,0.000,0.000,0.000
218284,200559653,200558974,7,0.000,0.000,0.000,0.000
218285,200548116,200556733,7,0.000,0.000,0.000,0.000
218285,200556733,200548116,7,0.000,0.000,0.000,0.000
218286,200547445,200556733,7,0.000,0.000,0.000,0.000
218286,200556733,200547445,7,0.000,0.000,0.000,0.000
218287,200553553,200558974,7,0.000,0.000,0.000,0.000
218287,200558974,200553553,7,0.000,0.000,0.000,0.000
218288,200554095,200556733,7,0.000,0.000,0.000,0.000
218288,200556733,200554095,7,0.000,0.000,0.000,0.000
218289,200551977,200555124,6,75.090,19.255,17.414,134.204
218289,200555124,200551977,6,61.493,11.063,20.153,119.315
218290,200555124,200558363,5,318.149,60.366,49.284,571.550
218290,200558363,200555124,5,311.799,84.271,78.150,552.160
218291,200548799,200555905,7,0.000,0.000,0.000,0.000
218291,200555905,200548799,7,0.000,0.000,0.000,0.000
218292,200559798,200560452,7,0.000,0.000,0.000,0.000
218292,200560452,200559798,7,0.000,0.000,0.000,0.000
218293,200552141,200559798,7,0.000,0.000,0.000,0.000
218293,200559798,200552141,7,0.000,0.000,0.000,0.000
218294,200551142,200557567,5,342.500,116.515,119.151,679.988
218294,200557567,200551142,5,29.455,5.041,2.395,50.517
218295,200548269,200550335,7,0.000,0.000,0.000,0.000
218295,200550335,200548269,7,0.000,0.000,0.000,0.000
218296,200552847,200557082,5,414.393,115.514,106.065,745.229
218296,200557082,200552847,5,530.969,124.111,80.613,1050.297
218297,200549775,200557082,5,524.036,122.742,79.190,1038.833
218297,200557082,200549775,5,406.837,113.126,104.665,733.118
218298,200555216,200556585,7,0.000,0.000,0.000,0.000
218298,200556585,200555216,7,0.000,0.000,0.000,0.000
218300,200553011,200560657,7,0.000,0.000,0.000,0.000
218300,200560657,200553011,7,0.000,0.000,0.000,0.000
218301,200549775,200558420,5,406.837,113.126,104.665,733.118
218301,200558420,200549775,5,524.036,122.742,79.190,1038.833
218302,200548489,200548645,7,289.255,73.681,68.471,575.195
218302,200548645,200548489,7,309.484,91.483,72.128,585.954
218303,200558420,200560657,5,399.163,112.006,105.028,705.813
218303,200560657,200558420,5,505.971,118.162,74.566,1011.518
218304,200548116,200554548,6,149.790,22.773,15.097,280.692
218304,200554548,200548116,6,315.873,80.191,56.021,587.921
218305,200553553,200559949,7,0.000,0.000,0.000,0.000
218305,200559949,200553553,7,0.000,0.000,0.000,0.000
218306,200554548,200559949,5,478.258,111.081,70.701,954.741
218306,200559949,200554548,5,365.911,97.581,99.968,648.128
218307,200550067,200559949,5,365.911,97.581,99.968,648.128
218307,200559949,200550067,5,478.258,111.081,70.701,954.741
218454,200550067,200560657,5,478.258,111.081,70.701,954.741
218454,200560657,200550067,5,365.911,97.581,99.968,648.128
218455,200556063,200560882,7,0.000,0.000,0.000,0.000
218455,200560882,200556063,7,0.000,0.000,0.000,0.000
218456,200556063,200561477,5,203.200,50.183,63.070,354.443
218456,200561477,200556063,5,481.630,121.101,74.728,968.285
218457,200557567,200561477,5,342.500,116.515,119.151,679.988
218457,200561477,200557567,5,29.455,5.041,2.395,50.517
218458,200554548,200556063,5,203.200,50.183,63.070,354.443
218458,200556063,200554548,5,481.630,121.101,74.728,968.285
218459,200553838,200561477,5,413.051,106.904,66.505,835.670
218459,200561477,200553838,5,447.666,147.460,171.604,851.299
218460,200553838,200559259,5,447.666,147.460,171.604,851.299
218460,200559259,200553838,5,413.051,106.904,66.505,835.670
218462,200555366,200560144,7,38.502,8.652,3.981,67.795
218462,200560144,200555366,7,33.164,5.750,3.174,61.193
218463,200559259,200561336,5,420.687,136.131,159.898,793.105
218463,200561336,200559259,5,384.867,99.308,62.010,778.240
218464,200555124,200556878,5,250.306,73.207,57.997,432.845
218464,200556878,200555124,5,243.059,41.111,31.870,437.346
218465,200548285,200555124,7,0.000,0.000,0.000,0.000
218465,200555124,200548285,7,0.000,0.000,0.000,0.000
218466,200066782,200560087,7,16.358,3.490,2.755,30.867
218466,200560087,200066782,7,14.866,6.194,7.473,31.163
218467,200559798,200560087,7,0.000,0.000,0.000,0.000
218467,200560087,200559798,7,0.000,0.000,0.000,0.000
218468,200555216,200560498,7,0.000,0.000,0.000,0.000
218468,200560498,200555216,7,0.000,0.000,0.000,0.000
218469,200555248,200561336,5,384.867,99.308,62.010,778.240
218469,200561336,200555248,5,420.687,136.131,159.898,793.105
218470,200552306,200555366,7,38.502,8.652,3.981,67.795
218470,200555366,200552306,7,33.164,5.750,3.174,61.193
218471,200555248,200555512,5,420.687,136.131,159.898,793.105
218471,200555512,200555248,5,384.867,99.308,62.010,778.240
218472,200560144,200560944,7,38.502,8.652,3.981,67.795
218472,200560944,200560144,7,33.164,5.750,3.174,61.193
218473,200557025,200560944,7,33.164,5.750,3.174,61.193
218473,200560944,200557025,7,38.502,8.652,3.981,67.795
218474,200556878,200557025,5,250.306,73.207,57.997,432.845
218474,200557025,200556878,5,243.059,41.111,31.870,437.346
218475,200547737,200557025,5,208.750,34.964,28.895,379.267
218475,200557025,200547737,5,221.335,69.963,55.829,381.367
218476,200548285,200554145,7,0.000,0.000,0.000,0.000
218476,200554145,200548285,7,0.000,0.000,0.000,0.000
218477,200552306,200553168,7,0.000,0.000,0.000,0.000
218477,200553168,200552306,7,0.000,0.000,0.000,0.000
218478,200547737,200558563,5,221.335,69.963,55.829,381.367
218478,200558563,200547737,5,208.750,34.964,28.895,379.267
218479,200549234,200551582,3,1643.511,452.129,434.940,3130.184
218479,200551582,200549234,3,1147.362,343.448,248.757,2225.380
218481,200555107,200557963,5,402.651,96.544,73.243,757.755
218481,200557963,200555107,5,385.406,130.191,125.819,758.712
218482,200551181,200558563,5,208.750,34.964,28.895,379.267
218482,200558563,200551181,5,221.335,69.963,55.829,381.367
218483,200549234,200556621,3,1147.362,343.448,248.757,2225.380
218483,200556621,200549234,3,1643.511,452.129,434.940,3130.184
218484,200548348,200551181,5,208.750,34.964,28.895,379.267
218484,200551181,200548348,5,221.335,69.963,55.829,381.367
218485,200552744,200553838,7,0.000,0.000,0.000,0.000
218485,200553838,200552744,7,0.000,0.000,0.000,0.000
218486,200549769,200559259,7,28.192,7.597,5.996,58.941
218486,200559259,200549769,7,26.988,11.329,13.207,59.704
218487,200548348,200550503,5,221.335,69.963,55.829,381.367
218487,200550503,200548348,5,208.750,34.964,28.895,379.267
218488,200555941,200557267,7,316.553,102.952,92.812,596.698
218488,200557267,200555941,7,310.332,72.789,52.273,599.133
218489,200555767,200555941,7,12.015,1.059,2.548,21.499
218489,200555941,200555767,7,10.910,3.684,5.165,21.373
218490,200548160,200553588,7,0.000,0.000,0.000,0.000
218490,200553588,200548160,7,0.000,0.000,0.000,0.000
218491,200548160,200555767,7,12.015,1.059,2.548,21.499
218491,200555767,200548160,7,10.910,3.684,5.165,21.373
218492,200551321,200560699,7,0.000,0.000,0.000,0.000
218492,200560699,200551321,7,0.000,0.000,0.000,0.000
218493,200548160,200560699,7,10.910,3.684,5.165,21.373
218493,200560699,200548160,7,12.015,1.059,2.548,21.499
218494,200556538,200556770,7,0.025,0.001,0.001,0.030
218494,200556770,200556538,7,0.023,0.001,0.001,0.030
218495,200556770,200560699,7,12.015,1.059,2.548,21.499
218495,200560699,200556770,7,10.910,3.684,5.165,21.373
218496,200547480,200556770,7,12.038,1.060,2.549,21.528
218496,200556770,200547480,7,10.935,3.685,5.167,21.403
218497,200560087,200561310,7,16.358,3.490,2.755,30.867
218497,200561310,200560087,7,14.866,6.194,7.473,31.163
218498,200547480,200561310,7,10.935,3.685,5.167,21.403
218498,200561310,200547480,7,12.038,1.060,2.549,21.528
218499,200555941,200558300,7,322.341,73.848,54.820,620.624
218499,200558300,200555941,7,327.457,106.636,97.977,618.064
218500,200555107,200558300,5,219.840,76.886,66.150,438.632
218500,200558300,200555107,5,227.550,51.581,46.019,435.285
218645,200557216,200561801,7,64.949,20.272,12.541,131.423
218645,200561801,200557216,7,84.064,18.118,17.781,147.566
218646,200551765,200557216,7,51.121,15.747,12.772,103.102
218646,200557216,200551765,7,68.035,16.786,11.127,119.183
218647,200555545,200558768,7,0.000,0.000,0.000,0.000
218647,200558768,200555545,7,0.000,0.000,0.000,0.000
218648,200552496,200558768,7,225.839,65.734,85.847,427.979
218648,200558768,200552496,7,218.741,41.759,35.420,425.958
218649,200547963,200548595,7,0.000,0.000,0.000,0.000
218649,200548595,200547963,7,0.000,0.000,0.000,0.000
218650,200547963,200557759,7,0.000,0.000,0.000,0.000
218650,200557759,200547963,7,0.000,0.000,0.000,0.000
218651,200075098,200556195,7,60.162,20.741,12.167,113.256
218651,200556195,200075098,7,71.358,18.353,7.429,129.373
218652,200549416,200558768,7,218.741,41.759,35.420,425.958
218652,200558768,200549416,7,225.839,65.734,85.847,427.979
218653,200552644,200560283,3,1526.211,429.987,437.384,2893.295
218653,200560283,200552644,3,1027.414,286.899,192.632,1993.131
218654,200556946,200557066,7,0.000,0.000,0.000,0.000
218654,200557066,200556946,7,0.000,0.000,0.000,0.000
218655,200554190,200557066,5,87.794,24.957,35.251,163.569
218655,200557066,200554190,5,85.191,19.979,15.416,165.588
