"purpose","avgDist"
"work",2.72192800681421
"univ",2.86388438642169
"sch",4.22618659094408
"esco",2.47239883442233
"imain",2.12254263557531
"idisc",2.17786019910252
"jmain",1.56811625733483
"jdisc",1.93664970843181
"atwork",1.61014421482514
