CountLoc_ID,FACTYPE,ea_vol,am_vol,md_vol,pm_vol,ev_vol,day_vol
40560,4,0,68,570,157,0,1039
40561,4,0,68,570,157,0,1039
40570,4,0,58,522,144,0,958
40571,4,0,58,522,144,0,958
40580,4,0,57,480,134,0,884
40581,4,0,57,480,134,0,884
40590,4,0,148,695,177,0,1318
40591,4,0,75,716,239,0,1360
40600,4,0,50,583,190,0,1133
40601,4,0,85,607,190,0,1211
40610,4,0,85,720,210,0,1386
40611,4,0,85,720,210,0,1386
40620,4,0,163,1344,432,0,2622
40621,4,0,163,1344,432,0,2622
40630,4,0,233,1239,336,0,2434
40631,4,0,112,1069,415,0,2313
40650,3,0,448,6403,2251,0,12704
40651,3,0,718,7463,1990,0,13390
40661,3,0,824,8012,2175,0,14459
40670,3,0,456,3832,1074,0,7218
40671,3,0,456,3832,1074,0,7218
40680,3,0,401,3663,1065,0,7014
40681,3,0,401,3663,1065,0,7014
40690,3,0,271,2487,692,0,4633
40691,3,0,271,2487,692,0,4633
40700,4,0,210,1757,491,0,3241
40701,4,0,210,1757,491,0,3241
40710,4,0,201,1709,468,0,3121
40711,4,0,201,1709,468,0,3121
40720,4,0,153,1366,459,0,2773
40721,4,0,191,1631,383,0,2780
40730,4,0,119,1058,289,0,1947
40731,4,0,119,1058,289,0,1947
40740,4,0,96,771,227,0,1469
40741,4,0,96,771,227,0,1469
40750,4,0,48,434,118,0,800
40751,4,0,48,434,118,0,800
40760,4,0,63,506,143,0,975
40761,4,0,63,506,143,0,975
40770,4,0,96,602,195,0,1295
40771,4,0,96,602,195,0,1295
40780,4,0,94,644,205,0,1292
40781,4,0,94,644,205,0,1292
40790,4,0,131,775,179,0,1376
40791,4,0,44,588,251,0,1368
40800,4,0,171,1216,383,0,2407
40801,4,0,171,1216,383,0,2407
40810,4,0,174,1201,378,0,2451
40811,4,0,174,1201,378,0,2451
40820,4,0,209,1415,445,0,2863
40821,4,0,209,1415,445,0,2863
40830,4,0,217,1581,504,0,3209
40831,4,0,217,1581,504,0,3209
40840,4,0,226,1844,527,0,3548
40841,4,0,226,1844,527,0,3548
40850,4,0,268,2150,603,0,4098
40851,4,0,268,2150,603,0,4098
40860,3,0,174,1711,481,0,3174
40861,3,0,174,1711,481,0,3174
40870,3,0,229,2268,631,0,4124
40871,3,0,229,2268,631,0,4124
41040,5,0,5,76,16,0,136
41041,5,0,5,76,16,0,136
47250,3,0,184,1483,449,0,2823
47251,3,0,184,1483,449,0,2823
47270,3,0,523,3927,1174,0,7594
47271,3,0,523,3927,1174,0,7594
47280,3,0,362,2924,865,0,5648
47281,3,0,362,2924,865,0,5648
47750,3,0,124,2006,632,0,3603
47760,3,0,186,2643,765,0,4751
100010,1,0,267,3190,874,0,6195
100011,1,0,211,3238,1008,0,6395
103010,3,0,1276,11361,3210,0,20653
103011,3,0,1020,11391,3587,0,21085
103080,4,0,375,1945,402,0,3394
103081,4,0,139,1689,631,0,3379
103220,3,0,178,2701,971,0,5258
103221,3,0,383,3162,662,0,5316
103230,3,0,563,6588,2049,0,12580
103231,3,0,615,6631,1798,0,12282
104870,3,0,281,2598,645,0,4593
104871,3,0,138,2410,882,0,4706
104890,3,0,371,4166,1170,0,7362
104891,3,0,321,4197,1434,0,7903
108770,4,0,622,5823,1894,0,11434
108771,4,0,875,6487,1778,0,12096
108780,4,0,320,5688,1689,0,9844
108781,4,0,327,5363,1580,0,9224
109190,5,0,128,1068,362,0,2163
109191,5,0,150,1043,316,0,2062
109200,4,0,98,1227,412,0,2475
109201,4,0,205,1311,332,0,2497
109690,5,0,119,1723,428,0,2899
109691,5,0,119,1723,428,0,2899
109900,5,0,349,3762,1026,0,6219
109901,5,0,238,3290,716,0,5632
110220,7,0,34,545,104,0,1223
110221,7,0,1,13,3,0,24
110370,1,0,1209,9427,2922,0,18543
110371,1,0,1071,9640,3179,0,18581
114770,7,0,2,72,13,0,101
114771,7,0,4,90,12,0,122
114940,7,0,6,53,16,0,108
114941,7,0,3,29,17,0,79
114980,7,0,27,573,174,0,999
114981,7,0,27,573,174,0,999
115000,4,0,14,100,27,0,197
115001,4,0,14,100,27,0,197
115020,7,0,2,31,9,0,59
115021,7,0,2,31,9,0,59
115050,7,0,14,123,30,0,216
115051,7,0,14,123,30,0,216
115060,7,0,44,762,196,0,1192
115061,7,0,44,762,196,0,1192
115070,7,0,3,37,11,0,81
115071,7,0,3,37,11,0,81
115090,7,0,58,484,155,0,925
115091,7,0,58,484,155,0,925
115100,7,0,17,179,54,0,359
115101,7,0,17,179,54,0,359
115110,7,0,11,143,49,0,283
115111,7,0,11,143,49,0,283
115120,7,0,38,257,64,0,435
115121,7,0,38,257,64,0,435
115130,7,0,19,194,66,0,386
115131,7,0,19,194,66,0,386
115160,7,0,11,104,24,0,223
115161,7,0,11,104,24,0,223
115250,7,0,23,219,56,0,410
115251,7,0,23,219,56,0,410
115270,7,0,21,119,43,0,254
115271,7,0,21,119,43,0,254
115280,7,0,9,97,40,0,216
115281,7,0,9,97,40,0,216
115360,6,0,71,259,45,0,464
115361,6,0,15,188,87,0,434
115380,4,0,322,2111,686,0,4060
115381,4,0,322,2111,686,0,4060
115390,4,0,118,881,313,0,1797
115391,4,0,118,881,313,0,1797
115400,4,0,452,3796,1111,0,6892
115401,4,0,452,3796,1111,0,6892
115430,5,0,48,493,130,0,867
115431,5,0,48,493,130,0,867
115440,4,0,513,2696,890,0,5938
115441,4,0,484,2886,981,0,5626
115460,4,0,388,3115,998,0,5918
115461,4,0,388,3115,998,0,5918
115470,4,0,450,2443,621,0,4403
115471,4,0,226,1964,833,0,4100
115480,4,0,429,3217,933,0,5685
115481,4,0,429,3217,933,0,5685
115490,4,0,432,3136,900,0,5955
115491,4,0,432,3136,900,0,5955
115500,4,0,116,813,301,0,1669
115501,4,0,116,813,301,0,1669
115530,5,0,171,1154,318,0,2177
115531,5,0,171,1154,318,0,2177
115540,4,0,284,1531,457,0,2887
115541,4,0,284,1531,457,0,2887
115550,5,0,99,1581,520,0,2797
115551,5,0,99,1581,520,0,2797
115560,5,0,2,58,15,0,106
115561,5,0,2,58,15,0,106
115580,5,0,80,883,245,0,1548
115581,5,0,80,883,245,0,1548
115590,5,0,144,2208,616,0,3779
115591,5,0,144,2208,616,0,3779
115600,5,0,78,744,198,0,1253
115601,5,0,57,711,204,0,1236
115610,5,0,26,228,74,0,453
115611,5,0,26,228,74,0,453
115620,4,0,62,715,186,0,1236
115621,4,0,62,715,186,0,1236
115630,5,0,35,387,115,0,694
115631,5,0,35,387,115,0,694
115660,5,0,46,562,147,0,974
115661,5,0,46,562,147,0,974
115670,7,0,26,269,81,0,531
115671,7,0,26,269,81,0,531
115680,7,0,132,1178,273,0,1975
115681,7,0,132,1178,273,0,1975
115701,4,0,211,3349,958,0,5660
115720,5,0,70,2383,716,0,4396
115721,5,0,70,2383,716,0,4396
115730,4,0,504,5761,1686,0,10269
115731,4,0,320,5209,1687,0,9439
115740,4,0,440,4660,1353,0,8507
115741,4,0,440,4660,1353,0,8507
115750,4,0,495,5648,1593,0,10047
115751,4,0,495,5648,1593,0,10047
115760,5,0,56,1335,456,0,2767
115761,5,0,56,1335,456,0,2767
115770,4,0,208,2454,719,0,4289
115771,4,0,208,2454,719,0,4289
115780,5,0,132,1813,468,0,3134
115781,5,0,132,1813,468,0,3134
115790,5,0,205,1567,488,0,2917
115791,5,0,205,1567,488,0,2917
115800,5,0,52,473,145,0,906
115801,5,0,52,473,145,0,906
115810,7,0,105,798,178,0,1372
115811,7,0,53,704,239,0,1414
115820,5,0,30,377,113,0,687
115821,5,0,30,377,113,0,687
115830,5,0,24,413,121,0,704
115831,5,0,24,413,121,0,704
115840,5,0,55,515,172,0,1026
115841,5,0,55,515,172,0,1026
115860,5,0,65,522,174,0,1108
115861,5,0,65,522,174,0,1108
115870,5,0,108,635,186,0,1252
115871,5,0,108,635,186,0,1252
115880,5,0,158,733,225,0,1440
115881,5,0,47,637,306,0,1508
115890,5,0,174,1780,630,0,3644
115891,5,0,174,1780,630,0,3644
115900,7,0,9,74,20,0,143
115901,7,0,9,74,20,0,143
115930,5,0,368,3607,1065,0,6803
115931,5,0,368,3607,1065,0,6803
115940,5,0,53,392,146,0,808
115941,5,0,53,392,146,0,808
116110,7,0,37,284,94,0,575
116111,7,0,37,284,94,0,575
116161,3,0,249,4130,988,0,6423
116190,4,0,113,1307,422,0,2502
116191,4,0,113,1307,422,0,2502
116230,5,0,62,681,189,0,1241
116231,5,0,62,681,189,0,1241
116250,4,0,234,2453,669,0,4434
116251,4,0,234,2453,669,0,4434
116270,5,0,19,431,108,0,617
116271,5,0,39,461,127,0,786
116280,5,0,73,1316,362,0,2187
116281,5,0,73,1316,362,0,2187
116290,5,0,50,552,181,0,995
116291,5,0,50,552,181,0,995
126640,4,0,241,2010,429,0,3403
126641,4,0,107,1862,695,0,3706
126650,4,0,337,2998,923,0,5799
126651,4,0,337,2998,923,0,5799
126660,4,0,486,4506,1235,0,7966
126661,4,0,486,4506,1235,0,7966
126670,3,0,996,8940,2142,0,15050
126681,3,0,444,7102,2005,0,12308
126690,3,0,292,4485,1243,0,8074
126691,3,0,292,4485,1243,0,8074
130710,3,0,206,3950,1075,0,7027
130711,3,0,206,3950,1075,0,7027
130720,3,0,184,3136,872,0,5589
130721,3,0,184,3136,872,0,5589
130731,4,0,246,2134,503,0,3614
130740,3,0,190,4578,1312,0,7644
131530,4,0,429,5527,1575,0,9410
131531,4,0,427,5611,1797,0,10213
131970,4,0,39,331,96,0,634
131971,4,0,39,331,96,0,634
131980,4,0,83,979,266,0,1658
131981,4,0,83,979,266,0,1658
132060,4,0,108,587,158,0,1175
132061,4,0,40,505,232,0,1201
132070,5,0,49,464,152,0,988
132071,5,0,49,464,152,0,988
132080,6,0,17,135,47,0,252
132081,6,0,19,118,31,0,222
132090,4,0,198,3009,868,0,5515
132091,4,0,198,3009,868,0,5515
132110,5,0,453,2397,762,0,4612
132111,5,0,267,2248,849,0,4350
132120,5,0,222,2814,867,0,5448
132121,5,0,382,2939,831,0,5634
132300,3,0,361,3577,985,0,6233
132301,3,0,261,3805,1198,0,6844
132350,7,0,6,91,49,0,216
132351,7,0,26,120,23,0,206
132360,5,0,34,264,70,0,486
132361,5,0,34,264,70,0,486
132370,4,0,70,373,135,0,758
132371,4,0,70,373,135,0,758
132380,7,0,42,226,87,0,540
132381,7,0,42,226,87,0,540
132390,5,0,18,229,72,0,423
132391,5,0,23,209,58,0,366
132400,7,0,9,102,33,0,202
132401,7,0,9,102,33,0,202
150010,1,0,1217,9356,2503,0,17906
150011,1,0,774,8897,3087,0,17898
150020,1,0,351,4785,1255,0,9041
150021,1,0,249,4900,1447,0,9324
150070,4,0,32,377,106,0,668
150071,4,0,20,343,119,0,672
150110,4,0,52,845,345,0,1788
150111,4,0,156,1038,245,0,1778
150130,4,0,349,2562,628,0,4583
150131,4,0,152,2390,788,0,4563
150140,3,0,254,2686,660,0,4592
150141,3,0,111,2534,867,0,4771
150170,3,0,1041,12116,3484,0,21960
150171,3,0,895,12697,3759,0,22892
150190,1,0,1604,12915,3745,0,24976
150191,1,0,1180,12295,3847,0,23500
150580,7,0,31,412,139,0,732
150581,7,0,31,412,139,0,732
150590,4,0,104,692,226,0,1343
150591,4,0,104,692,226,0,1343
150600,4,0,97,799,260,0,1545
150601,4,0,97,799,260,0,1545
150610,5,0,45,704,255,0,1359
150611,5,0,45,704,255,0,1359
150620,5,0,32,632,192,0,1110
150621,5,0,32,632,192,0,1110
151710,4,0,124,717,212,0,1426
151711,4,0,124,717,212,0,1426
152210,3,0,187,1139,418,0,2297
152211,3,0,257,1168,347,0,2414
152220,3,0,225,1136,342,0,2232
152221,3,0,225,1136,342,0,2232
152230,3,0,174,826,257,0,1643
152231,3,0,174,826,257,0,1643
152240,3,0,177,850,270,0,1754
152241,3,0,138,796,287,0,1560
152250,3,0,156,836,258,0,1601
152251,3,0,156,836,258,0,1601
152260,3,0,142,812,244,0,1533
152261,3,0,142,812,244,0,1533
152290,3,0,133,873,307,0,1739
152291,3,0,163,803,232,0,1528
152330,3,0,152,945,257,0,1702
152331,3,0,152,945,257,0,1702
152340,3,0,106,819,228,0,1487
152341,3,0,106,819,228,0,1487
152350,3,0,183,1261,386,0,2203
152351,3,0,193,1095,293,0,2154
152360,3,0,97,901,233,0,1492
152361,3,0,97,901,233,0,1492
153271,30,0,317,3129,912,0,5539
153281,30,0,202,1905,519,0,3511
153290,4,0,677,5044,1490,0,9434
153291,4,0,677,5044,1490,0,9434
153300,4,0,644,5203,1655,0,10152
153301,4,0,644,5203,1655,0,10152
153311,30,0,537,4269,1533,0,8455
153321,30,0,277,2637,951,0,5192
153330,30,0,858,4839,1380,0,9163
153340,30,0,400,2461,857,0,4907
153350,30,0,329,2732,910,0,5329
153360,30,0,145,1312,488,0,2695
153380,4,0,156,1504,466,0,2808
153381,4,0,156,1504,466,0,2808
153390,3,0,219,2640,722,0,4527
153391,3,0,158,2709,827,0,4904
154651,30,0,14,306,88,0,536
154720,30,0,23,397,126,0,746
154730,4,0,220,1952,596,0,3460
154731,4,0,220,1952,596,0,3460
154740,30,0,341,2998,966,0,5416
154750,30,0,428,2966,804,0,5437
154761,30,0,48,514,136,0,890
154771,30,0,39,606,231,0,1214
154780,4,0,152,1028,324,0,1944
154781,4,0,152,1028,324,0,1944
154800,30,0,145,1264,519,0,2748
154840,30,0,156,1659,564,0,3186
154850,4,0,293,2752,756,0,5002
154851,4,0,293,2752,756,0,5002
154860,30,0,251,1779,443,0,3208
154870,30,0,186,1599,549,0,3217
154880,30,0,339,2159,529,0,3944
154890,7,0,17,104,26,0,214
154891,7,0,17,104,26,0,214
154910,4,0,234,2100,647,0,3832
154911,4,0,234,2100,647,0,3832
154940,4,0,366,4180,1169,0,7332
154941,4,0,366,4180,1169,0,7332
154990,30,0,597,3591,901,0,6481
155000,5,0,40,406,143,0,849
155001,5,0,40,406,143,0,849
155011,30,0,404,3052,1209,0,6594
155031,30,0,293,2205,793,0,4865
155040,30,0,436,2418,579,0,4690
155051,30,0,650,3515,893,0,6658
155061,30,0,95,749,245,0,1430
155070,3,0,234,1472,386,0,2728
155071,3,0,234,1472,386,0,2728
155120,30,0,65,723,364,0,1679
155130,30,0,96,524,173,0,1050
155150,7,0,12,77,27,0,152
155151,7,0,12,77,27,0,152
155170,30,0,31,245,85,0,496
155200,30,0,14,226,118,0,549
155230,30,0,23,341,101,0,618
155240,30,0,20,301,68,0,492
155251,30,0,10,223,53,0,374
155260,30,0,25,281,61,0,478
155271,30,0,108,959,481,0,2335
155280,30,0,249,1359,307,0,2432
155290,30,0,100,1185,497,0,2494
155301,30,0,371,1436,333,0,2650
155310,30,0,466,3077,1056,0,6195
155320,30,0,170,1479,394,0,2670
155330,30,0,123,994,302,0,1898
155351,30,0,181,1616,544,0,3111
155380,5,0,171,1494,445,0,2707
155381,5,0,171,1494,445,0,2707
155390,30,0,323,2146,541,0,3604
155461,30,0,21,313,137,0,680
155470,5,0,69,423,132,0,796
155471,5,0,69,423,132,0,796
155480,5,0,40,292,99,0,569
155481,5,0,40,292,99,0,569
155500,30,0,21,144,45,0,270
155510,30,0,93,500,91,0,830
160751,30,0,686,5845,1769,0,10852
160760,4,0,109,724,197,0,1293
160761,4,0,109,724,197,0,1293
168270,3,0,246,2912,924,0,5417
168271,3,0,246,2912,924,0,5417
168290,30,0,33,413,119,0,758
168301,30,0,419,3783,1285,0,6958
168320,30,0,354,2368,664,0,4422
168331,30,0,89,1052,422,0,2224
168340,4,0,265,3706,1124,0,6483
168341,4,0,563,5480,1589,0,10160
168360,30,0,517,3798,1249,0,7403
168371,3,0,193,2966,908,0,5355
168381,4,0,375,4092,1035,0,7322
168400,7,0,20,137,46,0,326
168401,7,0,20,137,46,0,326
168410,7,0,26,196,53,0,349
168411,7,0,26,196,53,0,349
168441,30,0,239,2123,669,0,4100
168451,30,0,652,3799,1143,0,7392
168460,30,0,385,2701,904,0,5370
168461,30,0,385,2701,904,0,5370
168471,30,0,173,1627,533,0,3195
168550,5,0,13,133,42,0,246
168551,5,0,13,133,42,0,246
168591,30,0,200,1724,519,0,3127
168601,5,0,48,668,240,0,1295
168610,5,0,95,1325,377,0,2350
168611,5,0,95,1325,377,0,2350
170010,1,0,432,5168,1478,0,10180
170011,1,0,386,5424,1554,0,10231
170050,3,0,202,3328,1221,0,6640
170051,3,0,457,3979,880,0,6657
171200,30,0,44,273,87,0,514
171600,30,0,19,140,44,0,275
171611,30,0,17,220,74,0,452
171620,30,0,166,846,206,0,1419
171630,7,0,8,118,33,0,213
171631,7,0,8,118,33,0,213
176980,30,0,137,692,237,0,1342
176990,5,0,121,1235,325,0,2214
176991,5,0,121,1235,325,0,2214
177001,3,0,95,602,117,0,1038
177040,5,0,10,91,27,0,166
177041,5,0,10,91,27,0,166
177101,30,0,21,144,33,0,257
179220,30,0,233,1457,487,0,2885
179230,30,0,312,1501,366,0,2886
179241,30,0,292,1240,260,0,2192
185350,4,0,307,1085,240,0,2090
185351,4,0,77,951,448,0,2086
190480,1,0,1513,8277,2229,0,16247
190481,1,0,878,7638,2677,0,15265
190500,1,0,505,4993,1461,0,10080
190501,1,0,385,5008,1422,0,9597
196730,1,0,1634,9817,2758,0,18774
196731,1,0,859,8252,3213,0,17355
196810,1,0,937,7922,2496,0,15299
196811,1,0,1062,7786,2390,0,15533
198030,4,0,240,2044,563,0,3714
198031,4,0,240,2044,563,0,3714
198110,4,0,32,334,163,0,855
198111,4,0,73,399,113,0,844
198120,5,0,0,19,7,0,35
198121,5,0,0,18,3,0,23
198230,4,0,39,482,168,0,983
198231,4,0,62,523,148,0,944
205030,7,0,19,222,67,0,429
205031,7,0,19,222,67,0,429
211250,4,0,214,1919,547,0,3615
211251,4,0,214,1919,547,0,3615
211260,5,0,35,456,135,0,804
211261,5,0,35,456,135,0,804
211280,5,0,91,1317,389,0,2271
211281,5,0,91,1317,389,0,2271
211310,5,0,90,1335,345,0,2218
