"id","purpose","freq_dep","freq_arr","freq_dur"
28,"imain",185.62774459,1146.74736531,57.82738721
28,"jdisc",658.57150266,500.26531054,0
28,"jmain",409.16003041,449.12523736,0
28,"sch",48.37117642,1458.14148147,142.01348421
28,"Total",4182.16165286,12489.24937762,1042.21060945
28,"univ",12.11575733,225.88972455,0
28,"work",767.92191211,6687.81689361,842.36973803
29,"atwork",35.29013405,0,0
29,"esc",25.19996108,314.14723422,0
29,"idisc",1888.90459149,1369.44526612,0
29,"imain",648.66009468,699.09591477,0
29,"jdisc",1289.66085041,1013.996278,0
29,"jmain",162.43167438,641.66640224,0
29,"sch",62.12299689,343.85850651,28.45985051
29,"Total",4226.29806593,6844.53543657,797.96951969
29,"univ",37.7500538,168.86435427,0
29,"work",76.27770915,2293.46148044,769.50966918
30,"atwork",0,0,0
30,"esc",76.2159426,56.7072249,0
30,"idisc",774.27770136,1984.39244225,0
30,"imain",640.05146394,626.23572103,0
30,"jdisc",415.3515225,339.57612484,0
30,"jmain",284.78050444,607.30109242,0
30,"sch",0,250.02046034,0
30,"Total",2277.63276076,6610.72973988,170.23497199
30,"univ",24.19383833,364.7275233,0
30,"work",62.76178759,2381.7691508,170.23497199
31,"atwork",0,0,0
31,"esc",290.23940168,169.22905817,0
31,"idisc",685.7194743,1416.25741722,0
31,"imain",542.33529863,403.28814526,96.5535605
31,"jdisc",0,704.80956614,0
31,"jmain",26.66682148,774.40897421,0
31,"sch",0,111.73469177,0
31,"Total",1734.65063549,5235.03327402,259.27090203
31,"univ",0,144.8683682,0
31,"work",189.6896394,1510.43705305,162.71734153
32,"atwork",0,0,0
32,"esc",175.01869223,23.78679888,0
32,"idisc",748.67144332,1485.47545171,26.45454599
32,"imain",212.02346564,891.64092614,0
32,"jdisc",111.42637941,973.77690026,0
32,"jmain",117.6559163,26.66682148,0
32,"sch",0,432.19822765,45.25421438
32,"Total",1364.7958969,6029.60454554,223.61815537
32,"univ",0,542.68954502,0
32,"work",0,1653.3698744,151.909395
33,"atwork",0,119.54783717,0
33,"esc",113.70260097,429.96795986,0
33,"idisc",194.205354,2372.81000404,0
33,"imain",0,538.95731296,0
33,"jdisc",51.43407304,973.85163786,0
33,"jmain",35.29013405,174.97286369,0
33,"sch",0,180.1723277,0
33,"Total",667.23552336,5860.30914131,70.40185929
33,"univ",0,0,0
33,"work",272.6033613,1070.02919803,70.40185929
34,"atwork",0,0,0
34,"esc",71.34872702,146.85797725,0
34,"idisc",125.34940023,1544.00031813,0
34,"imain",0,420.27725795,0
34,"jdisc",0,523.71523097,0
34,"jmain",0,82.78426019,0
34,"sch",0,360.69186141,0
34,"Total",494.85626404,4167.75387114,45.25421438
34,"univ",0,53.04366216,0
34,"work",298.15813679,1036.38330308,45.25421438
35,"atwork",0,0,0
35,"esc",35.5632866,74.84978364,0
35,"idisc",0,1928.79517784,70.3218738
35,"imain",0,168.70240641,0
35,"jdisc",24.46596828,331.379790129,0
35,"jmain",0,0,0
35,"sch",0,62.12299689,0
35,"Total",211.06318588,3895.295851659,70.3218738
35,"univ",0,322.18817159,0
35,"work",151.033931,1007.25752516,0
36,"atwork",0,0,0
36,"esc",0,35.5632866,0
36,"idisc",35.5632866,960.9784272,0
36,"imain",340.31479902,96.5535605,0
36,"jdisc",0,182.57620583,0
36,"jmain",0,35.29013405,0
36,"sch",0,0,0
36,"Total",726.41725815,2408.56360267,0
36,"univ",0,101.00067366,0
36,"work",350.53917253,996.60131483,0
37,"atwork",0,0,0
37,"esc",0,33.9238352,0
37,"idisc",0,259.10902552,0
37,"imain",0,362.28855301,0
37,"jdisc",0,58.67557891,0
37,"jmain",0,43.21269901,0
37,"sch",0,0,0
37,"Total",82.13770056,1230.23321627,0
37,"univ",0,0,0
37,"work",82.13770056,473.02352462,0
38,"atwork",0,0,0
38,"esc",154.1261493,0,0
38,"idisc",0,195.87021093,0
38,"imain",0,0,0
38,"jdisc",0,103.04872719,0
38,"jmain",0,0,0
38,"sch",0,0,0
38,"Total",202.49732572,786.67522014,0
38,"univ",0,0,0
38,"work",48.37117642,487.75628202,0
39,"atwork",0,0,0
39,"esc",0,37.7500538,0
39,"idisc",0,70.3218738,0
39,"imain",0,213.96622616,0
39,"jdisc",0,80.29475211,0
39,"jmain",0,46.19669587,0
39,"sch",0,45.25421438,0
39,"Total",109.17621124,1444.17357541,0
39,"univ",0,0,0
39,"work",109.17621124,950.38975929,0
40,"atwork",0,0,0
40,"esc",0,116.3760955,0
40,"idisc",0,381.58799868,0
40,"imain",0,0,0
40,"jdisc",0,85.12308305,0
40,"jmain",0,0,0
40,"sch",0,0,0
40,"Total",0,1531.09114549,85.4443366
40,"univ",0,0,0
40,"work",0,948.00396826,85.4443366
