"jointTours","hhsize","freq"
"0","2",71.6133689682164
"1","2",24.875705315565
"2","2",3.51092571621852
"0","3",74.6792164729628
"1","3",22.7276994801865
"2","3",2.59308404685073
"0","4",71.5122281704135
"1","4",19.2059333193413
"2","4",9.28183851024522
"0","5",59.1896081886694
"1","5",36.3412998906156
"2","5",4.46909192071491
"0","Total",70.7351281805688
"1","Total",24.9783085448209
"2","Total",4.28656327461029
